"","o","nn","CP","RCC_VAR","NUMB_ME","NUMB_ME_AD","DENS","COR","Q_VAR","NUMB_PRO","NUMB_RES","EUCD","MAPE","MSE"
"278",278,78,2,-1,1,0,0.543783214502037,0.6,1,50,50,68506.64,0.3664,93863199.8
"279",279,79,2,-1,1,0,0.67561113666743,0.6,1,50,50,72747.45,0.4107,105843828.43
"280",280,80,2,-1,1,0,0.588932547648437,0.6,1,50,50,62203.75,0.3637,77386124.84
"281",281,81,2,-1,1,0,0.427158322231844,0.6,1,50,50,89928.62,0.5813,161743122.88
"282",282,82,2,-1,1,0,0.52644201091025,0.6,1,50,50,78887.21,0.4546,124463850.49
"283",283,83,2,-1,1,0,0.642364592244849,0.6,1,50,50,65877.49,0.3538,86796872.68
"284",284,84,2,-1,1,0,0.689484258461744,0.6,1,50,50,80824.32,0.4919,130651408.28
"285",285,85,2,-1,1,0,0.411340919230133,0.6,1,50,50,85679.7,0.4532,146820207.24
"286",286,86,2,-1,1,0,0.680704610724933,0.6,1,50,50,52841.23,0.3409,55843920.83
"287",287,87,2,-1,1,0,0.417737702815793,0.6,1,50,50,66289.93,0.3556,87887093.52
"288",288,88,2,-1,1,0,0.608796748588793,0.6,1,50,50,45917.01,0.2863,42167429.7
"289",289,89,2,-1,1,0,0.505951261101291,0.6,1,50,50,50089.28,0.2995,50178717.79
"290",290,90,2,-1,1,0,0.547996085253544,0.6,1,50,50,63314.56,0.3915,80174669.87
"291",291,91,2,-1,1,0,0.515432100091129,0.6,1,50,50,74541.11,0.4446,111127541.14
"292",292,92,2,-1,1,0,0.474553297716193,0.6,1,50,50,71797.06,0.3734,103096350.82
"293",293,93,2,-1,1,0,0.419847856438719,0.6,1,50,50,77939.26,0.4583,121490571.22
"294",294,94,2,-1,1,0,0.685896192095242,0.6,1,50,50,67890.55,0.4071,92182544.2
"295",295,95,2,-1,1,0,0.566710464539938,0.6,1,50,50,53504.44,0.3063,57254505.19
"296",296,96,2,-1,1,0,0.561286467802711,0.6,1,50,50,77127.72,0.4327,118973695.19
"297",297,97,2,-1,1,0,0.586915505235083,0.6,1,50,50,60805.55,0.3545,73946309.18
"298",298,98,2,-1,1,0,0.422174938186072,0.6,1,50,50,72012.05,0.4542,103714710.27
"299",299,99,2,-1,1,0,0.557281338749453,0.6,1,50,50,72487.03,0.4304,105087397.1
"300",300,100,2,-1,1,0,0.581299255997874,0.6,1,50,50,55018.09,0.3623,60539807.96
"301",301,101,2,-1,1,0,0.445430487883277,0.6,1,50,50,61097.26,0.3947,74657499.31
"302",302,102,2,-1,1,0,0.587299612094648,0.6,1,50,50,69697.64,0.4346,97155225.83
"303",303,103,2,-1,1,0,0.568959735683165,0.6,1,50,50,70985.32,0.4226,100778305.49
"304",304,104,2,-1,1,0,0.62626272183843,0.6,1,50,50,62876.64,0.3639,79069443.51
"305",305,105,2,-1,1,0,0.602413557446562,0.6,1,50,50,57048.79,0.3441,65091284.48
"306",306,106,2,-1,1,0,0.432563549792394,0.6,1,50,50,84999.25,0.549,144497446.22
"307",307,107,2,-1,1,0,0.62324016103521,0.6,1,50,50,76022.31,0.4354,115587842.33
"308",308,108,2,-1,1,0,0.48273574009072,0.6,1,50,50,73802.47,0.4487,108936104.86
"309",309,109,2,-1,1,0,0.6504950765986,0.6,1,50,50,65709.95,0.3498,86355944.86
"310",310,110,2,-1,1,0,0.468888379167765,0.6,1,50,50,81375.86,0.4956,132440613.15
"311",311,111,2,-1,1,0,0.639985111169517,0.6,1,50,50,75716.81,0.4537,114660700.51
"312",312,112,2,-1,1,0,0.626904981816187,0.6,1,50,50,46022.56,0.2708,42361518.51
"313",313,113,2,-1,1,0,0.404851625766605,0.6,1,50,50,79977.11,0.4703,127926770
"314",314,114,2,-1,1,0,0.651513073337264,0.6,1,50,50,78615.62,0.4176,123608308.36
"315",315,115,2,-1,1,0,0.418196761491708,0.6,1,50,50,72043.03,0.4206,103803967.1
"316",316,116,2,-1,1,0,0.584471287019551,0.6,1,50,50,72881.91,0.4426,106235450.1
"317",317,117,2,-1,1,0,0.413210989022627,0.6,1,50,50,87670.26,0.4942,153721492.76
"318",318,118,2,-1,1,0,0.49901861846447,0.6,1,50,50,64195.39,0.3569,82420964.49
"319",319,119,2,-1,1,0,0.637532236333936,0.6,1,50,50,66058.84,0.3845,87275410.58
"320",320,120,2,-1,1,0,0.679200683976524,0.6,1,50,50,67681.9,0.3757,91616792.78
"321",321,121,2,-1,1,0,0.602931273099966,0.6,1,50,50,75558.17,0.4089,114180727.41
"322",322,122,2,-1,1,0,0.64659496601671,0.6,1,50,50,67742.83,0.3994,91781828
"323",323,123,2,-1,1,0,0.45992359558586,0.6,1,50,50,103295.12,0.6216,213397626.48
"324",324,124,2,-1,1,0,0.569329417287372,0.6,1,50,50,47828.16,0.2842,45750664.32
"325",325,125,2,-1,1,0,0.521343578957021,0.6,1,50,50,59194.23,0.3677,70079146.44
"326",326,126,2,-1,1,0,0.645594155672006,0.6,1,50,50,42057.36,0.2456,35376437.42
"327",327,127,2,-1,1,0,0.523287078901194,0.6,1,50,50,67772.49,0.4304,91862200.63
"328",328,128,2,-1,1,0,0.509086480201222,0.6,1,50,50,69391.78,0.4153,96304389.66
"329",329,129,2,-1,1,0,0.401282371394336,0.6,1,50,50,69208.3,0.4269,95795766.98
"330",330,130,2,-1,1,0,0.567049482138827,0.6,1,50,50,76358.97,0.4296,116613846.48
"331",331,131,2,-1,1,0,0.604834922472946,0.6,1,50,50,50200.22,0.3086,50401238.36
"332",332,132,2,-1,1,0,0.416215919121169,0.6,1,50,50,63579.51,0.3672,80847082.77
"333",333,133,2,-1,1,0,0.404923417954706,0.6,1,50,50,63444.18,0.3569,80503282.5
"334",334,134,2,-1,1,0,0.474670577584766,0.6,1,50,50,49596.52,0.3157,49196288.98
"335",335,135,2,-1,1,0,0.472726565226912,0.6,1,50,50,75734.89,0.4012,114715479.34
"336",336,136,2,-1,1,0,0.439036851422861,0.6,1,50,50,71770.27,0.4065,103019431.55
"337",337,137,2,-1,1,0,0.600162646104582,0.6,1,50,50,50775.67,0.3268,51563371.46
"338",338,138,2,-1,1,0,0.603096642671153,0.6,1,50,50,61234.94,0.3721,74994345.74
"339",339,139,2,-1,1,0,0.579436905239709,0.6,1,50,50,47905.75,0.2981,45899226.25
"340",340,140,2,-1,1,0,0.633272891072556,0.6,1,50,50,53610.5,0.2932,57481709.93
"341",341,141,2,-1,1,0,0.681089631491341,0.6,1,50,50,54431.88,0.3241,59256601.6
"342",342,142,2,-1,1,0,0.655186208197847,0.6,1,50,50,50743.9,0.3184,51498869.12
"343",343,143,2,-1,1,0,0.534400441264734,0.6,1,50,50,60974.96,0.3458,74358903.01
"344",344,144,2,-1,1,0,0.47554679135792,0.6,1,50,50,65128.25,0.4021,84833791
"345",345,145,2,-1,1,0,0.643438321584836,0.6,1,50,50,75277.91,0.4286,113335274.65
"346",346,146,2,-1,1,0,0.468774056993425,0.6,1,50,50,73328.35,0.4181,107540941.55
"347",347,147,2,-1,1,0,0.589828175655566,0.6,1,50,50,62402.78,0.3675,77882144.94
"348",348,148,2,-1,1,0,0.589928771136329,0.6,1,50,50,69954.63,0.3776,97873013.04
"349",349,149,2,-1,1,0,0.485811819485389,0.6,1,50,50,63830.04,0.4133,81485477.85
"350",350,150,2,-1,1,0,0.564239599346183,0.6,1,50,50,72190.65,0.4358,104229809.57
"351",351,151,2,-1,1,0,0.500246611982584,0.6,1,50,50,69904.41,0.4111,97732536.75
"352",352,152,2,-1,1,0,0.472829677653499,0.6,1,50,50,89971.69,0.4938,161898088.69
"353",353,153,2,-1,1,0,0.60073888769839,0.6,1,50,50,58415.37,0.3463,68247101.48
"354",354,154,2,-1,1,0,0.630131609691307,0.6,1,50,50,57321.25,0.3293,65714518.08
"355",355,155,2,-1,1,0,0.658330078679137,0.6,1,50,50,55575.01,0.3353,61771634.54
"356",356,156,2,-1,1,0,0.408723855414428,0.6,1,50,50,71118.6,0.4069,101157117.05
"357",357,157,2,-1,1,0,0.512018952239305,0.6,1,50,50,50217.17,0.3206,50435278.63
"358",358,158,2,-1,1,0,0.438695236830972,0.6,1,50,50,58344.03,0.3149,68080508.97
"359",359,159,2,-1,1,0,0.663679916388355,0.6,1,50,50,54170.7,0.2967,58689288.03
"360",360,160,2,-1,1,0,0.593168000504374,0.6,1,50,50,52882.58,0.3343,55931341.91
"361",361,161,2,-1,1,0,0.467410554853268,0.6,1,50,50,70605.86,0.4019,99703754.78
"362",362,162,2,-1,1,0,0.547778941923752,0.6,1,50,50,60318.81,0.3213,72767186.35
"363",363,163,2,-1,1,0,0.574960365029983,0.6,1,50,50,59726.74,0.3419,71345657.7
"364",364,164,2,-1,1,0,0.577846328052692,0.6,1,50,50,70879.39,0.3848,100477756.64
"365",365,165,2,-1,1,0,0.629878441151231,0.6,1,50,50,61401.05,0.362,75401781.78
"366",366,166,2,-1,1,0,0.453683712217025,0.6,1,50,50,80235.72,0.4322,128755417.74
"367",367,167,2,-1,1,0,0.63996506521944,0.6,1,50,50,57436.42,0.3617,65978854.97
"368",368,168,2,-1,1,0,0.605998099921271,0.6,1,50,50,54289.9,0.3454,58947867.89
"369",369,169,2,-1,1,0,0.686405105073936,0.6,1,50,50,73711.64,0.4218,108668121.23
"370",370,170,2,-1,1,0,0.619428300997242,0.6,1,50,50,65670.39,0.3822,86252004.92
"371",371,171,2,-1,1,0,0.529016382968985,0.6,1,50,50,62346.84,0.3763,77742562.71
"372",372,172,2,-1,1,0,0.554407779197209,0.6,1,50,50,62309.38,0.3881,77649172.11
"373",373,173,2,-1,1,0,0.572668657987379,0.6,1,50,50,70048.08,0.3736,98134671.04
"374",374,174,2,-1,1,0,0.659414559556171,0.6,1,50,50,54408.68,0.3401,59206100.06
"375",375,175,2,-1,1,0,0.572838515578769,0.6,1,50,50,66687.44,0.3685,88944284.7
"376",376,176,2,-1,1,0,0.477603226201609,0.6,1,50,50,71010.41,0.3957,100849561.63
"377",377,177,2,-1,1,0,0.461698139621876,0.6,1,50,50,85106.46,0.511,144862174.3
"378",378,178,2,-1,1,0,0.495891134324484,0.6,1,50,50,58624.42,0.3501,68736451.05
"379",379,179,2,-1,1,0,0.600798143702559,0.6,1,50,50,70945.56,0.4197,100665446.48
"380",380,180,2,-1,1,0,0.633464073901996,0.6,1,50,50,60082.18,0.3347,72197368.91
"381",381,181,2,-1,1,0,0.579448570404202,0.6,1,50,50,50819.29,0.3027,51651997.34
"382",382,182,2,-1,1,0,0.479725501942448,0.6,1,50,50,57841.26,0.3115,66912231.36
"383",383,183,2,-1,1,0,0.431168999895453,0.6,1,50,50,52665.66,0.3601,55473432.57
"384",384,184,2,-1,1,0,0.529102881555445,0.6,1,50,50,60552.67,0.3738,73332514.61
"385",385,185,2,-1,1,0,0.643633451103233,0.6,1,50,50,63818.48,0.3487,81455965.43
"386",386,186,2,-1,1,0,0.40329643948935,0.6,1,50,50,74797.87,0.4078,111894423.88
"387",387,187,2,-1,1,0,0.400684925331734,0.6,1,50,50,74017.7,0.3592,109572410.69
"388",388,188,2,-1,1,0,0.563176053878851,0.6,1,50,50,55634.53,0.3244,61904011.11
"389",389,189,2,-1,1,0,0.480634718341753,0.6,1,50,50,65193.67,0.38,85004297.24
"390",390,190,2,-1,1,0,0.401021937001497,0.6,1,50,50,85081.65,0.5233,144777752.3
"391",391,191,2,-1,1,0,0.401445886259899,0.6,1,50,50,76327.41,0.4346,116517475.72
"392",392,192,2,-1,1,0,0.631994316121563,0.6,1,50,50,47202.98,0.2503,44562419.02
"393",393,193,2,-1,1,0,0.412055770331062,0.6,1,50,50,70999.12,0.4097,100817506.17
"394",394,194,2,-1,1,0,0.475098538631573,0.6,1,50,50,78416.35,0.4821,122982474.74
"395",395,195,2,-1,1,0,0.683547500544228,0.6,1,50,50,77500.18,0.4616,120125545.49
"396",396,196,2,-1,1,0,0.480352352489717,0.6,1,50,50,67660.88,0.3744,91559904.57
"397",397,197,2,-1,1,0,0.603522026282735,0.6,1,50,50,82144.17,0.5111,134953287.48
"398",398,198,2,-1,1,0,0.524701838474721,0.6,1,50,50,75006.13,0.4472,112518378.38
"399",399,199,2,-1,1,0,0.677744247973897,0.6,1,50,50,64958.29,0.3406,84391580.1
"400",400,200,2,-1,1,0,0.551765838800929,0.6,1,50,50,70975.91,0.4227,100751591.19
"401",401,1,4,-1,1,0,0.469741624151357,0.6,1,50,50,68143.97,0.4236,92872013.94
"402",402,2,4,-1,1,0,0.668493825546466,0.6,1,50,50,53774.63,0.3192,57834226.12
"403",403,3,4,-1,1,0,0.445803729840554,0.6,1,50,50,57058.69,0.3576,65113892.41
"404",404,4,4,-1,1,0,0.518529367330484,0.6,1,50,50,56911.09,0.3187,64777439.29
"405",405,5,4,-1,1,0,0.600277130119502,0.6,1,50,50,46878.13,0.2527,43951183.43
"406",406,6,4,-1,1,0,0.589655782538466,0.6,1,50,50,41238.67,0.2524,34012561.64
"407",407,7,4,-1,1,0,0.5325023799669,0.6,1,50,50,53216.44,0.2993,56639789.78
"408",408,8,4,-1,1,0,0.652010290976614,0.6,1,50,50,43219.74,0.2858,37358924.23
"409",409,9,4,-1,1,0,0.437508213706315,0.6,1,50,50,77109.74,0.477,118918251.92
"410",410,10,4,-1,1,0,0.648800429352559,0.6,1,50,50,46850.52,0.2856,43899417
"411",411,11,4,-1,1,0,0.456334849377163,0.6,1,50,50,64903.76,0.3651,84249961.26
"412",412,12,4,-1,1,0,0.520144584798254,0.6,1,50,50,69638.92,0.4046,96991571.42
"413",413,13,4,-1,1,0,0.625091408356093,0.6,1,50,50,42564.12,0.2386,36234085.75
"414",414,14,4,-1,1,0,0.633342202496715,0.6,1,50,50,57134.76,0.339,65287626.22
"415",415,15,4,-1,1,0,0.490710277878679,0.6,1,50,50,57974.57,0.3402,67221013.16
"416",416,16,4,-1,1,0,0.488707106886432,0.6,1,50,50,56361.32,0.3308,63531976.02
"417",417,17,4,-1,1,0,0.469993835338391,0.6,1,50,50,81637.21,0.4375,133292664.87
"418",418,18,4,-1,1,0,0.525849632616155,0.6,1,50,50,66407.53,0.3675,88199201.46
"419",419,19,4,-1,1,0,0.667391524254344,0.6,1,50,50,47169.18,0.297,44498626.13
"420",420,20,4,-1,1,0,0.676064297487028,0.6,1,50,50,46295.92,0.287,42866253.04
"421",421,21,4,-1,1,0,0.405604359367862,0.6,1,50,50,75750.01,0.4708,114761268.34
"422",422,22,4,-1,1,0,0.530045359162614,0.6,1,50,50,66140.56,0.355,87491482.06
"423",423,23,4,-1,1,0,0.585953194228932,0.6,1,50,50,47631.78,0.3226,45375730.83
"424",424,24,4,-1,1,0,0.412817471241578,0.6,1,50,50,63815.56,0.3552,81448506.62
"425",425,25,4,-1,1,0,0.659951045853086,0.6,1,50,50,55264.08,0.3319,61082361.44
"426",426,26,4,-1,1,0,0.693264406896196,0.6,1,50,50,55299.59,0.3159,61160897.38
"427",427,27,4,-1,1,0,0.60772213768214,0.6,1,50,50,57727.06,0.3444,66648270.34
"428",428,28,4,-1,1,0,0.456151114986278,0.6,1,50,50,69514.9,0.4149,96646439.93
"429",429,29,4,-1,1,0,0.426090138987638,0.6,1,50,50,71389.88,0.3478,101930285.41
"430",430,30,4,-1,1,0,0.502867315220647,0.6,1,50,50,69324.77,0.4208,96118487.23
"431",431,31,4,-1,1,0,0.414293956197798,0.6,1,50,50,77228.09,0.4459,119283545.63
"432",432,32,4,-1,1,0,0.447508068173192,0.6,1,50,50,57817.17,0.363,66856508.42
"433",433,33,4,-1,1,0,0.683114291587844,0.6,1,50,50,47960.48,0.279,46004147.88
"434",434,34,4,-1,1,0,0.476363311312161,0.6,1,50,50,66973.42,0.3908,89708780.49
"435",435,35,4,-1,1,0,0.698362507973798,0.6,1,50,50,47063.26,0.2436,44299017.21
"436",436,36,4,-1,1,0,0.461866388795897,0.6,1,50,50,67339.32,0.3891,90691671.06
"437",437,37,4,-1,1,0,0.658451535808854,0.6,1,50,50,49242.67,0.274,48496806.54
"438",438,38,4,-1,1,0,0.476190261822194,0.6,1,50,50,56474.85,0.3567,63788169.04
"439",439,39,4,-1,1,0,0.640271597355604,0.6,1,50,50,41876.01,0.2639,35072003.57
"440",440,40,4,-1,1,0,0.447228943952359,0.6,1,50,50,61866.58,0.3626,76549474.86
"441",441,41,4,-1,1,0,0.500445878389291,0.6,1,50,50,63216.3,0.4016,79926011.13
"442",442,42,4,-1,1,0,0.452420135494322,0.6,1,50,50,57000.47,0.3484,64981062.67
"443",443,43,4,-1,1,0,0.489429810643196,0.6,1,50,50,52001.99,0.3047,54084137.89
"444",444,44,4,-1,1,0,0.530896232905798,0.6,1,50,50,72963.2,0.4203,106472580.35
"445",445,45,4,-1,1,0,0.602581607620232,0.6,1,50,50,61903.68,0.3655,76641309.18
"446",446,46,4,-1,1,0,0.521036431309767,0.6,1,50,50,44878.52,0.287,40281635.58
"447",447,47,4,-1,1,0,0.66052725398913,0.6,1,50,50,61282.16,0.353,75110054.52
"448",448,48,4,-1,1,0,0.627615431160666,0.6,1,50,50,47218.38,0.3078,44591501.64
"449",449,49,4,-1,1,0,0.592876561940648,0.6,1,50,50,64353.52,0.365,82827503.5
"450",450,50,4,-1,1,0,0.651303323963657,0.6,1,50,50,53815.87,0.3296,57922952.27
"451",451,51,4,-1,1,0,0.53744740402326,0.6,1,50,50,61261.97,0.3876,75060588.79
"452",452,52,4,-1,1,0,0.543872441048734,0.6,1,50,50,51734.56,0.2694,53529289.94
"453",453,53,4,-1,1,0,0.459486955706961,0.6,1,50,50,59986.15,0.3302,71966760.74
"454",454,54,4,-1,1,0,0.493609058996663,0.6,1,50,50,64339.11,0.3992,82790418.3
"455",455,55,4,-1,1,0,0.506003395770676,0.6,1,50,50,73475.46,0.432,107972861.58
"456",456,56,4,-1,1,0,0.527055067988113,0.6,1,50,50,58016.91,0.3539,67319239.56
"457",457,57,4,-1,1,0,0.569464188511483,0.6,1,50,50,52583.78,0.3133,55301085.34
"458",458,58,4,-1,1,0,0.460015599476174,0.6,1,50,50,85515.42,0.5068,146257744.19
"459",459,59,4,-1,1,0,0.540774712595157,0.6,1,50,50,49966,0.2937,49932018.16
"460",460,60,4,-1,1,0,0.678266545664519,0.6,1,50,50,42789.78,0.2874,36619312.52
"461",461,61,4,-1,1,0,0.578124939231202,0.6,1,50,50,48168.99,0.3303,46405027.48
"462",462,62,4,-1,1,0,0.459698564466089,0.6,1,50,50,55216.81,0.3638,60977922.57
"463",463,63,4,-1,1,0,0.601238548522815,0.6,1,50,50,58593.78,0.3633,68664620.68
"464",464,64,4,-1,1,0,0.536675283918157,0.6,1,50,50,70937.57,0.3956,100642789.74
"465",465,65,4,-1,1,0,0.508737667789683,0.6,1,50,50,59979.57,0.3462,71950978.2
"466",466,66,4,-1,1,0,0.694510195753537,0.6,1,50,50,43770.84,0.2796,38317728.71
"467",467,67,4,-1,1,0,0.555406784778461,0.6,1,50,50,49965.44,0.2921,49930902.89
"468",468,68,4,-1,1,0,0.622107764659449,0.6,1,50,50,56820.3,0.2904,64570935.39
"469",469,69,4,-1,1,0,0.420613335701637,0.6,1,50,50,60683.74,0.3911,73650325.6
"470",470,70,4,-1,1,0,0.457719724741764,0.6,1,50,50,89237.52,0.4728,159266685.13
"471",471,71,4,-1,1,0,0.67809660481289,0.6,1,50,50,43940.74,0.2828,38615768.3
"472",472,72,4,-1,1,0,0.437883011135273,0.6,1,50,50,63524.23,0.3964,80706560.2
"473",473,73,4,-1,1,0,0.501110677584074,0.6,1,50,50,63937.66,0.4229,81760483.14
"474",474,74,4,-1,1,0,0.544480688660406,0.6,1,50,50,64699.09,0.3746,83719456.87
"475",475,75,4,-1,1,0,0.459565564058721,0.6,1,50,50,73800.76,0.4438,108931041.39
"476",476,76,4,-1,1,0,0.461181703116745,0.6,1,50,50,63802.58,0.4087,81415382.89
"477",477,77,4,-1,1,0,0.497843877063133,0.6,1,50,50,71050.48,0.4541,100963425.71
"478",478,78,4,-1,1,0,0.535822925250977,0.6,1,50,50,57556.91,0.3543,66255967.13
"479",479,79,4,-1,1,0,0.664189090463333,0.6,1,50,50,60980.44,0.3544,74372271.13
"480",480,80,4,-1,1,0,0.509470777120441,0.6,1,50,50,61205.57,0.3554,74922426.99
"481",481,81,4,-1,1,0,0.59853006831836,0.6,1,50,50,68285.87,0.3912,93259202.08
"482",482,82,4,-1,1,0,0.541194258979522,0.6,1,50,50,70064.03,0.4201,98179360
"483",483,83,4,-1,1,0,0.66321869532112,0.6,1,50,50,40069.71,0.2665,32111632.59
"484",484,84,4,-1,1,0,0.527834009565413,0.6,1,50,50,47677.79,0.3385,45463439.76
"485",485,85,4,-1,1,0,0.623876786907203,0.6,1,50,50,47709,0.2848,45522973.44
"486",486,86,4,-1,1,0,0.463875105814077,0.6,1,50,50,64629.36,0.3832,83539077.43
"487",487,87,4,-1,1,0,0.491096221492626,0.6,1,50,50,49117.43,0.3,48250434.25
"488",488,88,4,-1,1,0,0.639341374021023,0.6,1,50,50,50198.03,0.3053,50396837.24
"489",489,89,4,-1,1,0,0.41198231803719,0.6,1,50,50,87424.92,0.581,152862327.8
"490",490,90,4,-1,1,0,0.615953827439807,0.6,1,50,50,56481.19,0.3107,63802505.92
"491",491,91,4,-1,1,0,0.662288663652725,0.6,1,50,50,46389.34,0.2776,43039409.01
"492",492,92,4,-1,1,0,0.467072584433481,0.6,1,50,50,57317.84,0.3442,65706686.01
"493",493,93,4,-1,1,0,0.545800591004081,0.6,1,50,50,55492.93,0.3429,61589301.93
"494",494,94,4,-1,1,0,0.590676396526396,0.6,1,50,50,48969.54,0.2922,47960322.68
"495",495,95,4,-1,1,0,0.443612460698932,0.6,1,50,50,71111.66,0.4229,101137367.27
"496",496,96,4,-1,1,0,0.636232184711844,0.6,1,50,50,55944.28,0.3458,62595255.03
"497",497,97,4,-1,1,0,0.584787381789647,0.6,1,50,50,58340.28,0.3179,68071776.3
"498",498,98,4,-1,1,0,0.62137483030092,0.6,1,50,50,59484.85,0.3627,70768952.15
"499",499,99,4,-1,1,0,0.685747259296477,0.6,1,50,50,52049.42,0.3008,54182842.92
"500",500,100,4,-1,1,0,0.573585616890341,0.6,1,50,50,70923.36,0.3932,100602464.18
"501",501,101,4,-1,1,0,0.415280631161295,0.6,1,50,50,67360.06,0.3592,90747548.66
"502",502,102,4,-1,1,0,0.510136500839144,0.6,1,50,50,59568.9,0.3442,70969073.85
"503",503,103,4,-1,1,0,0.528697003959678,0.6,1,50,50,48339.61,0.3124,46734354.74
"504",504,104,4,-1,1,0,0.504225327214226,0.6,1,50,50,54061.97,0.2899,58453923.9
"505",505,105,4,-1,1,0,0.518298971373588,0.6,1,50,50,59773.67,0.3362,71457839.61
"506",506,106,4,-1,1,0,0.462244155164808,0.6,1,50,50,69536.42,0.3753,96706264.42
"507",507,107,4,-1,1,0,0.519058223511092,0.6,1,50,50,58434.92,0.3559,68292786.79
"508",508,108,4,-1,1,0,0.422655414021574,0.6,1,50,50,62851.91,0.4005,79007256.61
"509",509,109,4,-1,1,0,0.494965670234524,0.6,1,50,50,46254.8,0.3134,42790137.32
"510",510,110,4,-1,1,0,0.475952114840038,0.6,1,50,50,58203.95,0.3407,67753998.09
"511",511,111,4,-1,1,0,0.413361554197036,0.6,1,50,50,75710.54,0.4136,114641729.52
"512",512,112,4,-1,1,0,0.483838351722807,0.6,1,50,50,52996.02,0.2873,56171560.35
"513",513,113,4,-1,1,0,0.533257151348516,0.6,1,50,50,56701.3,0.3312,64300756.22
"514",514,114,4,-1,1,0,0.644523256411776,0.6,1,50,50,61724.33,0.3371,76197848.49
"515",515,115,4,-1,1,0,0.65661682060454,0.6,1,50,50,41931.09,0.2425,35164334.35
"516",516,116,4,-1,1,0,0.516782724414952,0.6,1,50,50,60845.76,0.3829,74044119.19
"517",517,117,4,-1,1,0,0.437307495763525,0.6,1,50,50,80291.98,0.4454,128936030.06
"518",518,118,4,-1,1,0,0.580705848964863,0.6,1,50,50,53205.76,0.2826,56617050.02
"519",519,119,4,-1,1,0,0.673413334949873,0.6,1,50,50,53655.19,0.3078,57577598
"520",520,120,4,-1,1,0,0.667721485625952,0.6,1,50,50,53518.55,0.3603,57284702
"521",521,121,4,-1,1,0,0.412502882210538,0.6,1,50,50,86165.72,0.4982,148490641.82
"522",522,122,4,-1,1,0,0.5745975286467,0.6,1,50,50,61206.04,0.3306,74923577.94
"523",523,123,4,-1,1,0,0.523603799659759,0.6,1,50,50,69511.48,0.3926,96636908.5
"524",524,124,4,-1,1,0,0.44846130060032,0.6,1,50,50,69079.14,0.4335,95438557.31
"525",525,125,4,-1,1,0,0.598860774142668,0.6,1,50,50,53421.12,0.2997,57076321.3
"526",526,126,4,-1,1,0,0.487075401446782,0.6,1,50,50,87991.46,0.5152,154849934.6
"527",527,127,4,-1,1,0,0.594006716646254,0.6,1,50,50,59242.96,0.3653,70194567.46
"528",528,128,4,-1,1,0,0.692130170832388,0.6,1,50,50,39921.04,0.2347,31873796.31
"529",529,129,4,-1,1,0,0.651742660650052,0.6,1,50,50,59624.83,0.3634,71102400.65
"530",530,130,4,-1,1,0,0.616493626334704,0.6,1,50,50,50125.24,0.2745,50250794.81
"531",531,131,4,-1,1,0,0.590867039561272,0.6,1,50,50,54985.38,0.3391,60467836.31
"532",532,132,4,-1,1,0,0.496022583241574,0.6,1,50,50,60578.94,0.3857,73396166.47
"533",533,133,4,-1,1,0,0.679160249885172,0.6,1,50,50,57046.07,0.3231,65085080.33
"534",534,134,4,-1,1,0,0.443531220429577,0.6,1,50,50,69518.96,0.4341,96657718.39
"535",535,135,4,-1,1,0,0.666660558595322,0.6,1,50,50,54371.78,0.332,59125813.48
"536",536,136,4,-1,1,0,0.67100493805483,0.6,1,50,50,43985.07,0.2862,38693725.74
"537",537,137,4,-1,1,0,0.405035691172816,0.6,1,50,50,79834.17,0.4216,127469886.89
"538",538,138,4,-1,1,0,0.605865483055823,0.6,1,50,50,43675.46,0.2731,38150913.28
"539",539,139,4,-1,1,0,0.406098499242216,0.6,1,50,50,72025.62,0.4314,103753802.45
"540",540,140,4,-1,1,0,0.637866503419354,0.6,1,50,50,64794.27,0.4163,83965940.87
"541",541,141,4,-1,1,0,0.658722697012126,0.6,1,50,50,44587.23,0.2383,39760421.45
"542",542,142,4,-1,1,0,0.693386782961897,0.6,1,50,50,47475.59,0.2527,45078629.72
"543",543,143,4,-1,1,0,0.633140526572242,0.6,1,50,50,60998.3,0.3701,74415855.06
"544",544,144,4,-1,1,0,0.404703064984642,0.6,1,50,50,66466.83,0.4082,88356798.17
"545",545,145,4,-1,1,0,0.621207910007797,0.6,1,50,50,56863.64,0.3518,64669474.89
"546",546,146,4,-1,1,0,0.427093781088479,0.6,1,50,50,79466.3,0.4721,126297844.26
"547",547,147,4,-1,1,0,0.613353833369911,0.6,1,50,50,48053.03,0.291,46181872.95
"548",548,148,4,-1,1,0,0.611192407505587,0.6,1,50,50,62415.33,0.3504,77913471.97
"549",549,149,4,-1,1,0,0.497947815805674,0.6,1,50,50,67081.04,0.3846,89997328.13
"550",550,150,4,-1,1,0,0.47746058087796,0.6,1,50,50,74456.88,0.4248,110876535.56
"551",551,151,4,-1,1,0,0.438180437241681,0.6,1,50,50,78128.08,0.4895,122079933.92
"552",552,152,4,-1,1,0,0.516715372679755,0.6,1,50,50,66371.52,0.3743,88103584.51
"553",553,153,4,-1,1,0,0.414397821528837,0.6,1,50,50,86732.72,0.4781,150451292.19
"554",554,154,4,-1,1,0,0.560433578770608,0.6,1,50,50,56303.47,0.3292,63401609.11
"555",555,155,4,-1,1,0,0.466325792763382,0.6,1,50,50,55131.25,0.3209,60789090.84
"556",556,156,4,-1,1,0,0.481539562949911,0.6,1,50,50,51667.14,0.3636,53389875.68
