FirmID,g,d,numRCP,numCO,BenchmarkRevenue,BenchmarkTotCost,BenchmarkProfit,NumProdInBenchmarkMix
118,0.468960344512016,0.657893239310943,50,50,1390243.04,1000000.00,390243.04,50,
119,0.682764874072745,0.493721920973621,50,50,1408092.65,1000000.00,408092.65,50,
120,0.615264173317701,0.686543497629464,50,50,1382214.60,1000000.00,382214.60,50,
121,0.696789870643988,0.628919338318519,50,50,1429247.49,1000000.00,429247.49,50,
122,0.614439689856954,0.649925032583997,50,50,1360460.30,1000000.00,360460.30,50,
123,0.504626280581579,0.471057191444561,50,50,1399556.07,1000000.00,399556.07,50,
124,0.441781232086942,0.508206486958079,50,50,1352010.53,1000000.00,352010.53,50,
125,0.517034063814208,0.568470793636516,50,50,1397727.71,1000000.00,397727.71,50,
126,0.656691781571135,0.506008751946501,50,50,1397267.04,1000000.00,397267.04,50,
127,0.584694239357486,0.664260323229246,50,50,1419888.15,1000000.00,419888.15,50,
128,0.62810567219276,0.59682778599672,50,50,1437602.11,1000000.00,437602.11,50,
129,0.551124680135399,0.410245620599017,50,50,1403706.02,1000000.00,403706.02,50,
130,0.691733206342906,0.45991853591986,50,50,1380235.37,1000000.00,380235.37,50,
131,0.444661243050359,0.697349749156274,50,50,1451132.07,1000000.00,451132.07,50,
132,0.462787617649883,0.40371413982939,50,50,1326586.42,1000000.00,326586.42,50,
133,0.552057925844565,0.642090275953524,50,50,1414902.83,1000000.00,414902.83,50,
134,0.614962999452837,0.468185425340198,50,50,1411396.86,1000000.00,411396.86,50,
135,0.672270137863234,0.468061373801902,50,50,1384899.71,1000000.00,384899.71,50,
136,0.582220681128092,0.429347385535948,50,50,1408581.76,1000000.00,408581.76,50,
137,0.622834787052125,0.643807474779896,50,50,1457190.34,1000000.00,457190.34,50,
138,0.615113662835211,0.659747437341139,50,50,1386391.94,1000000.00,386391.94,50,
139,0.511946625215933,0.565371357649565,50,50,1379976.57,1000000.00,379976.57,50,
140,0.40151546834968,0.462075556535274,50,50,1440591.56,1000000.00,440591.56,50,
141,0.523860695562325,0.666685576620512,50,50,1424400.33,1000000.00,424400.33,50,
142,0.44642175892368,0.694458334823139,50,50,1376292.66,1000000.00,376292.66,50,
143,0.623458817508072,0.429133727401495,50,50,1353761.96,1000000.00,353761.96,50,
144,0.651183486916125,0.594782319362275,50,50,1380170.26,1000000.00,380170.26,50,
145,0.620228512142785,0.544917238224298,50,50,1388725.11,1000000.00,388725.11,50,
146,0.645091174915433,0.435230405046605,50,50,1415079.49,1000000.00,415079.49,50,
147,0.590114882914349,0.586271682800725,50,50,1405290.38,1000000.00,405290.38,50,
148,0.527083542849869,0.581962984264828,50,50,1413157.28,1000000.00,413157.28,50,
149,0.460684307292104,0.409543056460097,50,50,1383982.27,1000000.00,383982.27,50,
150,0.659206893714145,0.461768287280574,50,50,1399523.42,1000000.00,399523.42,50,
151,0.455068754241802,0.651769554126076,50,50,1383686.38,1000000.00,383686.38,50,
152,0.489138765470125,0.557579558691941,50,50,1389745.73,1000000.00,389745.73,50,
153,0.512126535363495,0.628387185465544,50,50,1400217.06,1000000.00,400217.06,50,
154,0.623649129108526,0.52509170321282,50,50,1344723.20,1000000.00,344723.20,50,
155,0.691537857567891,0.578067679516971,50,50,1375230.70,1000000.00,375230.70,50,
156,0.409736567852087,0.548831513733603,50,50,1435196.07,1000000.00,435196.07,50,
157,0.460968549083918,0.510211584321223,50,50,1387845.58,1000000.00,387845.58,50,
158,0.635379372234456,0.669549561175518,50,50,1418913.15,1000000.00,418913.15,50,
159,0.488620393164456,0.545851994561963,50,50,1346446.04,1000000.00,346446.04,50,
160,0.594110681093298,0.452117744507268,50,50,1379120.65,1000000.00,379120.65,50,
161,0.411981147504412,0.42774365930818,50,50,1403418.32,1000000.00,403418.32,50,
162,0.658647716976702,0.623419920448214,50,50,1383689.54,1000000.00,383689.54,50,
163,0.579923345707357,0.497757049486972,50,50,1419087.12,1000000.00,419087.12,50,
164,0.626498739467934,0.628719253279269,50,50,1440423.79,1000000.00,440423.79,50,
165,0.660188748384826,0.607166706537828,50,50,1474898.06,1000000.00,474898.06,50,
166,0.402830321644433,0.599618110735901,50,50,1374497.87,1000000.00,374497.87,50,
167,0.465525282314047,0.426900732587092,50,50,1396683.23,1000000.00,396683.23,50,
168,0.53273878057953,0.628758485335857,50,50,1458575.59,1000000.00,458575.59,50,
169,0.550752220768482,0.526005741790868,50,50,1350289.29,1000000.00,350289.29,50,
170,0.572091574710794,0.483560167183168,50,50,1373148.81,1000000.00,373148.81,50,
171,0.663443463947624,0.441925245965831,50,50,1419047.62,1000000.00,419047.62,50,
172,0.439474881440401,0.60474128627684,50,50,1346123.25,1000000.00,346123.25,50,
173,0.43654540523421,0.50671865681652,50,50,1432942.29,1000000.00,432942.29,50,
174,0.56333484177012,0.513985561858863,50,50,1375808.27,1000000.00,375808.27,50,
175,0.685215846146457,0.630075472802855,50,50,1418090.48,1000000.00,418090.48,50,
176,0.478058245847933,0.636570388148539,50,50,1401184.98,1000000.00,401184.98,50,
177,0.6823144442169,0.683394281868823,50,50,1397660.15,1000000.00,397660.15,50,
178,0.683443182450719,0.413806593022309,50,50,1395564.55,1000000.00,395564.55,50,
179,0.693420992442407,0.649565179320052,50,50,1358701.53,1000000.00,358701.53,50,
180,0.659393399790861,0.67049245305825,50,50,1416391.36,1000000.00,416391.36,50,
181,0.498648388613947,0.499715629802085,50,50,1355583.30,1000000.00,355583.30,50,
182,0.680890431301668,0.50416285940446,50,50,1383695.14,1000000.00,383695.14,50,
183,0.630929566733539,0.604553113249131,50,50,1414212.30,1000000.00,414212.30,50,
184,0.638323034602217,0.482545098522678,50,50,1383465.99,1000000.00,383465.99,50,
185,0.442111845151521,0.671145394304767,50,50,1465209.53,1000000.00,465209.53,50,
186,0.598313833097927,0.626943747419864,50,50,1406740.81,1000000.00,406740.81,50,
187,0.530250802193768,0.611939690285362,50,50,1352926.68,1000000.00,352926.68,50,
188,0.689609328401275,0.480704824929126,50,50,1405011.56,1000000.00,405011.56,50,
189,0.638266887166537,0.524096560641192,50,50,1425337.82,1000000.00,425337.82,50,
190,0.561201468668878,0.505482153501362,50,50,1379394.56,1000000.00,379394.56,50,
191,0.447962932405062,0.683824686030857,50,50,1374527.59,1000000.00,374527.59,50,
192,0.655780448112637,0.421547612315044,50,50,1377108.24,1000000.00,377108.24,50,
193,0.670633007655852,0.531663267640397,50,50,1342753.92,1000000.00,342753.92,50,
194,0.536699202796444,0.417493213806301,50,50,1405901.66,1000000.00,405901.66,50,
195,0.469609268940985,0.680720360320993,50,50,1387644.52,1000000.00,387644.52,50,
196,0.413560427492484,0.574736130400561,50,50,1414952.43,1000000.00,414952.43,50,
197,0.58520849859342,0.536551463021897,50,50,1391046.57,1000000.00,391046.57,50,
198,0.400132159073837,0.446169271622784,50,50,1340297.04,1000000.00,340297.04,50,
199,0.579073281725869,0.468462008447386,50,50,1471872.73,1000000.00,471872.73,50,
200,0.69461797340773,0.635150403017178,50,50,1442689.61,1000000.00,442689.61,50,
