FirmID,g,d,numRCP,numCO,BenchmarkRevenue,BenchmarkTotCost,BenchmarkProfit,NumProdInBenchmarkMix
1,0.531564662023447,0.673827382316813,50,50,1375289.30,1000000.00,375289.30,50,
2,0.441401528799906,0.679755760007538,50,50,1406819.10,1000000.00,406819.10,50,
3,0.66613499908708,0.489191358000971,50,50,1363687.63,1000000.00,363687.63,50,
4,0.684371137642302,0.528841320215724,50,50,1352953.59,1000000.00,352953.59,50,
5,0.623814884386957,0.540780080435798,50,50,1429105.92,1000000.00,429105.92,50,
6,0.469524013041519,0.639480135799386,50,50,1435180.95,1000000.00,435180.95,50,
7,0.52667463729158,0.538249873952009,50,50,1473880.64,1000000.00,473880.64,50,
8,0.486686803982593,0.410109624150209,50,50,1421536.12,1000000.00,421536.12,50,
9,0.577471821405925,0.634981960640289,50,50,1379045.30,1000000.00,379045.30,50,
10,0.661673303297721,0.625047589512542,50,50,1448847.81,1000000.00,448847.81,50,
11,0.476791358762421,0.669534630700946,50,50,1427839.57,1000000.00,427839.57,50,
12,0.417802233691327,0.673644209513441,50,50,1331302.50,1000000.00,331302.50,50,
13,0.574364420166239,0.669044783827849,50,50,1323926.23,1000000.00,323926.23,50,
14,0.562015519035049,0.547981803538278,50,50,1368894.22,1000000.00,368894.22,50,
15,0.560194746288471,0.55322348990012,50,50,1390602.26,1000000.00,390602.26,50,
16,0.451117622666061,0.595351355662569,50,50,1415399.88,1000000.00,415399.88,50,
17,0.563630352681503,0.436788978730328,50,50,1467441.97,1000000.00,467441.97,50,
18,0.55748448248487,0.448277934244834,50,50,1410428.70,1000000.00,410428.70,50,
19,0.497415148164146,0.650223715975881,50,50,1418929.41,1000000.00,418929.41,50,
20,0.688036564923823,0.518394152494147,50,50,1430245.25,1000000.00,430245.25,50,
21,0.655016467673704,0.566863118484616,50,50,1439968.63,1000000.00,439968.63,50,
22,0.579870070540346,0.596307084080763,50,50,1402068.35,1000000.00,402068.35,50,
23,0.603044872614555,0.407515441812575,50,50,1470738.02,1000000.00,470738.02,50,
24,0.553789387037978,0.599338235845789,50,50,1467826.17,1000000.00,467826.17,50,
25,0.519041642150842,0.415055031119846,50,50,1387046.28,1000000.00,387046.28,50,
26,0.463837764714845,0.421774780401029,50,50,1412597.59,1000000.00,412597.59,50,
27,0.600276597798802,0.465208100271411,50,50,1397421.35,1000000.00,397421.35,50,
28,0.659693521726876,0.553481354191899,50,50,1371551.20,1000000.00,371551.20,50,
29,0.493454649043269,0.644105038139969,50,50,1345752.58,1000000.00,345752.58,50,
30,0.644905828824267,0.45101603846997,50,50,1399842.10,1000000.00,399842.10,50,
31,0.537244550650939,0.548121509258635,50,50,1413105.42,1000000.00,413105.42,50,
32,0.558806379162706,0.654671759251505,50,50,1454932.90,1000000.00,454932.90,50,
33,0.590589263429865,0.584721324290149,50,50,1442828.73,1000000.00,442828.73,50,
34,0.420540348882787,0.69149629722815,50,50,1387093.48,1000000.00,387093.48,50,
35,0.439944961830042,0.409851384768263,50,50,1355372.56,1000000.00,355372.56,50,
36,0.494844150380231,0.60620876410976,50,50,1430315.43,1000000.00,430315.43,50,
37,0.401331539568491,0.613997723837383,50,50,1420837.43,1000000.00,420837.43,50,
38,0.509934115386568,0.588119494728744,50,50,1362034.75,1000000.00,362034.75,50,
39,0.650772881088778,0.435586946690455,50,50,1383498.78,1000000.00,383498.78,50,
40,0.603586642374285,0.636314244102687,50,50,1451999.58,1000000.00,451999.58,50,
41,0.606268522958271,0.690319326100871,50,50,1440103.12,1000000.00,440103.12,50,
42,0.58483930809889,0.566047551902011,50,50,1325397.28,1000000.00,325397.28,50,
43,0.632404768001288,0.683236253657378,50,50,1358448.22,1000000.00,358448.22,50,
44,0.677971050329506,0.607853640522808,50,50,1425687.47,1000000.00,425687.47,50,
45,0.400615382916294,0.599721192847937,50,50,1376547.55,1000000.00,376547.55,50,
46,0.591007158788852,0.428309980360791,50,50,1375977.74,1000000.00,375977.74,50,
47,0.533624166389927,0.43302413537167,50,50,1349730.97,1000000.00,349730.97,50,
48,0.424759929836728,0.459679116634652,50,50,1369379.57,1000000.00,369379.57,50,
49,0.582872774894349,0.522362433513626,50,50,1407061.20,1000000.00,407061.20,50,
50,0.454082735092379,0.471638807794079,50,50,1385033.37,1000000.00,385033.37,50,
51,0.55597864871379,0.652636101120152,50,50,1368023.08,1000000.00,368023.08,50,
52,0.551045402209274,0.442185577051714,50,50,1354199.81,1000000.00,354199.81,50,
53,0.536394115700386,0.639677605475299,50,50,1353865.55,1000000.00,353865.55,50,
54,0.527873513475061,0.681826478661969,50,50,1434011.89,1000000.00,434011.89,50,
55,0.498180589359254,0.65820294637233,50,50,1406503.59,1000000.00,406503.59,50,
56,0.502650772593915,0.579524922487326,50,50,1388066.62,1000000.00,388066.62,50,
57,0.641441585728899,0.632801664248109,50,50,1370891.71,1000000.00,370891.71,50,
58,0.626404468133114,0.610465347953141,50,50,1358942.44,1000000.00,358942.44,50,
59,0.636806463054381,0.634914299263619,50,50,1370129.89,1000000.00,370129.89,50,
60,0.578201107541099,0.675802280730568,50,50,1431822.44,1000000.00,431822.44,50,
61,0.694906075764447,0.52261787536554,50,50,1409790.63,1000000.00,409790.63,50,
62,0.43969657914713,0.465545776695944,50,50,1404051.98,1000000.00,404051.98,50,
63,0.49830840555951,0.496388674597256,50,50,1430373.56,1000000.00,430373.56,50,
64,0.596623445814475,0.535199962439947,50,50,1469774.85,1000000.00,469774.85,50,
65,0.661624787794426,0.595869705546647,50,50,1414984.62,1000000.00,414984.62,50,
66,0.418057531304658,0.574114729417488,50,50,1400181.98,1000000.00,400181.98,50,
67,0.695681286626495,0.447180378995836,50,50,1405984.99,1000000.00,405984.99,50,
68,0.509313625656068,0.422628932236694,50,50,1415889.19,1000000.00,415889.19,50,
69,0.454082885058597,0.573070642817765,50,50,1396831.00,1000000.00,396831.00,50,
70,0.404414145322517,0.661408818350174,50,50,1444464.61,1000000.00,444464.61,50,
71,0.601929779001512,0.424666314246133,50,50,1337468.97,1000000.00,337468.97,50,
72,0.579993197484873,0.688458127644844,50,50,1417261.61,1000000.00,417261.61,50,
73,0.578090350399725,0.617988955415785,50,50,1474462.52,1000000.00,474462.52,50,
74,0.686214815126732,0.502102319803089,50,50,1395483.52,1000000.00,395483.52,50,
75,0.561247080331668,0.561890075611882,50,50,1420446.83,1000000.00,420446.83,50,
76,0.503368669748306,0.533070605667308,50,50,1362248.02,1000000.00,362248.02,50,
77,0.405926690832712,0.686400544131175,50,50,1343438.02,1000000.00,343438.02,50,
78,0.451238890364766,0.559417138900608,50,50,1356271.37,1000000.00,356271.37,50,
79,0.681705054990016,0.59032783920411,50,50,1364288.69,1000000.00,364288.69,50,
80,0.661421947623603,0.661007263232023,50,50,1359433.18,1000000.00,359433.18,50,
81,0.510088298399933,0.617611254705116,50,50,1393407.51,1000000.00,393407.51,50,
82,0.656128567270934,0.574046140862629,50,50,1467873.71,1000000.00,467873.71,50,
83,0.613237581262365,0.505443649971858,50,50,1424623.39,1000000.00,424623.39,50,
84,0.556277937279083,0.518387503689155,50,50,1396933.01,1000000.00,396933.01,50,
85,0.669389531365596,0.479823546740226,50,50,1404499.57,1000000.00,404499.57,50,
86,0.562072415673174,0.57028390399646,50,50,1429123.53,1000000.00,429123.53,50,
87,0.419248619303107,0.440845437091775,50,50,1406380.54,1000000.00,406380.54,50,
88,0.427958044502884,0.468408609647304,50,50,1339593.35,1000000.00,339593.35,50,
89,0.446019958215766,0.610929485992529,50,50,1395383.45,1000000.00,395383.45,50,
90,0.47708662240766,0.477780845225789,50,50,1301328.47,1000000.00,301328.47,50,
91,0.605966603034176,0.496219506836496,50,50,1434113.15,1000000.00,434113.15,50,
92,0.595201476407237,0.590631951205432,50,50,1414719.81,1000000.00,414719.81,50,
93,0.627814401756041,0.478880844498053,50,50,1428795.97,1000000.00,428795.97,50,
94,0.481387815787457,0.691206338210031,50,50,1382985.89,1000000.00,382985.89,50,
95,0.69214956976939,0.675434804125689,50,50,1457803.88,1000000.00,457803.88,50,
96,0.603141582524404,0.413021593214944,50,50,1375428.74,1000000.00,375428.74,50,
97,0.40196563815698,0.425059318984859,50,50,1390125.55,1000000.00,390125.55,50,
98,0.523049544286914,0.509377918555401,50,50,1407928.67,1000000.00,407928.67,50,
99,0.49824471664615,0.683138267812319,50,50,1426013.76,1000000.00,426013.76,50,
100,0.610780388629064,0.524266411806457,50,50,1468106.92,1000000.00,468106.92,50,
101,0.569407565682195,0.476330077764578,50,50,1360733.60,1000000.00,360733.60,50,
102,0.663936657854356,0.650429386855103,50,50,1407733.28,1000000.00,407733.28,50,
103,0.588031701487489,0.576272970926948,50,50,1349374.22,1000000.00,349374.22,50,
104,0.698912515956908,0.460550824436359,50,50,1422967.11,1000000.00,422967.11,50,
105,0.557134189968929,0.549977328279056,50,50,1438766.13,1000000.00,438766.13,50,
106,0.531260166200809,0.485838723857887,50,50,1367589.76,1000000.00,367589.76,50,
107,0.519439896335825,0.499169652536511,50,50,1346601.66,1000000.00,346601.66,50,
108,0.463830199488439,0.579378728824668,50,50,1385287.76,1000000.00,385287.76,50,
109,0.610336762713268,0.494656800176017,50,50,1397952.53,1000000.00,397952.53,50,
110,0.555487399827689,0.420978826913051,50,50,1394604.98,1000000.00,394604.98,50,
111,0.464150743163191,0.596495242440142,50,50,1408826.30,1000000.00,408826.30,50,
112,0.638585694809444,0.617328850156628,50,50,1385686.50,1000000.00,385686.50,50,
113,0.665518616698682,0.414085511607118,50,50,1472594.59,1000000.00,472594.59,50,
114,0.450198867311701,0.648176330095157,50,50,1430721.39,1000000.00,430721.39,50,
115,0.492686513834633,0.627520981850103,50,50,1322746.33,1000000.00,322746.33,50,
116,0.42257105470635,0.4997462203959,50,50,1439308.50,1000000.00,439308.50,50,
117,0.408700379729271,0.409135473635979,50,50,1386813.73,1000000.00,386813.73,50,
