"","o","nn","CP","RCC_VAR","NUMB_ME","NUMB_ME_AD","DENS","COR","Q_VAR","NUMB_PRO","NUMB_RES","EUCD","MAPE","MSE"
"495",495,95,4,5.12724846927449,1,0,0.67826180618722,0.6,1,50,50,933.94,0.0303,17444.76
"496",496,96,4,5.04312666435726,1,0,0.422150518209673,0.6,1,50,50,13551.91,0.8835,3673083.81
"497",497,97,4,5.74817187828012,1,0,0.594930347055197,0.6,1,50,50,2850.58,0.1528,162516.03
"498",498,98,4,5.29480538656935,1,0,0.543100049649365,0.6,1,50,50,380.89,0.3883,2901.53
"499",499,99,4,5.23038161126897,1,0,0.680234255199321,0.6,1,50,50,237.55,0.127,1128.64
"500",500,100,4,5.95506017585285,1,0,0.546591426711529,0.6,1,50,50,332.35,0.0699,2209.17
"501",501,101,4,5.63920885440893,1,0,0.418341928580776,0.6,1,50,50,19500.35,0.3464,7605272.88
"502",502,102,4,5.94416424515657,1,0,0.467104719183408,0.6,1,50,50,420.9,0.0282,3543.06
"503",503,103,4,5.76348692900501,1,0,0.48646721795667,0.6,1,50,50,5429.77,0.35,589647.98
"504",504,104,4,5.6564626833424,1,0,0.451871871505864,0.6,1,50,50,26922.77,0.7149,14496706.81
"505",505,105,4,5.16455521457829,1,0,0.608792634191923,0.6,1,50,50,13462.21,0.1837,3624624.56
"506",506,106,4,5.29985931166448,1,0,0.666529250075109,0.6,1,50,50,29789.59,0.1856,17748392.12
"507",507,107,4,5.35223690373823,1,0,0.547717343945987,0.6,1,50,50,20297.5,0.3083,8239768.01
"508",508,108,4,5.82098864018917,1,0,0.484493449912407,0.6,1,50,50,4548.65,0.1248,413804.6
"509",509,109,4,5.70619991165586,1,0,0.492427420476451,0.6,1,50,50,26764.83,0.3853,14327124.38
"510",510,110,4,5.51878658961505,1,0,0.656604979350232,0.6,1,50,50,11807.1,0.1047,2788153.44
"511",511,111,4,5.65635350043885,1,0,0.448342063557357,0.6,1,50,50,9999.68,0.1225,1999872.8
"512",512,112,4,5.03814734215848,1,0,0.607053060992621,0.6,1,50,50,59683.68,0.3552,71242830.07
"513",513,113,4,5.87892057257704,1,0,0.485257666721009,0.6,1,50,50,4835.07,0.2349,467558.78
"514",514,114,4,5.85570113407448,1,0,0.482525543961674,0.6,1,50,50,11410.81,15.3264,2604130.97
"515",515,115,4,5.94613148481585,1,0,0.490642555733211,0.6,1,50,50,24276.81,0.4682,11787271.83
"516",516,116,4,5.0714862071909,1,0,0.471328233554959,0.6,1,50,50,9439.37,1.2227,1782033.11
"517",517,117,4,5.47548407525755,1,0,0.475618086359464,0.6,1,50,50,47805.45,0.3522,45707212.9
"518",518,118,4,5.0189523298759,1,0,0.473320587910712,0.6,1,50,50,1451.58,0.0665,42141.54
"519",519,119,4,5.73739974480122,1,0,0.439848947688006,0.6,1,50,50,63081.09,0.3706,79584470.15
"520",520,120,4,5.28836874035187,1,0,0.666625732346438,0.6,1,50,50,4491.2,0.0491,403417.29
"521",521,121,4,5.043586358428,1,0,0.680422957194969,0.6,1,50,50,10359.61,0.1348,2146430.19
"522",522,122,4,5.45588817726821,1,0,0.64604701041244,0.6,1,50,50,22241.16,0.2114,9893385.67
"523",523,123,4,5.55887698987499,1,0,0.658638134854846,0.6,1,50,50,28562.33,0.1746,16316134.86
"524",524,124,4,5.95830320497043,1,0,0.634121338673867,0.6,1,50,50,42051.28,0.3287,35366196.84
"525",525,125,4,5.9929627769161,1,0,0.473683435260318,0.6,1,50,50,18581.26,0.2005,6905267.36
"526",526,126,4,5.05896957986988,1,0,0.627842795313336,0.6,1,50,50,11649.62,0.1406,2714270.83
"527",527,127,4,5.31155226845294,1,0,0.691258764849044,0.6,1,50,50,23135.66,0.2363,10705179.84
"528",528,128,4,5.82839642232284,1,0,0.665491406456567,0.6,1,50,50,42483.68,0.3129,36097253.37
"529",529,129,4,5.54953378741629,1,0,0.571922038844787,0.6,1,50,50,26996.81,0.2174,14576551.56
"530",530,130,4,5.95305777783506,1,0,0.497465144190937,0.6,1,50,50,12944.61,0.2057,3351255.97
"531",531,131,4,5.09248476941139,1,0,0.574595773266628,0.6,1,50,50,48831.77,0.4487,47690836.22
"532",532,132,4,5.14618488796987,1,0,0.503246824815869,0.6,1,50,50,2763.94,0.2643,152787.51
"533",533,133,4,5.80305604613386,1,0,0.620947713381611,0.6,1,50,50,1667.88,0.0404,55636.4
"534",534,134,4,5.95972269913182,1,0,0.565499210171401,0.6,1,50,50,22052.88,0.4026,9726591.59
"535",535,135,4,5.22922393633053,1,0,0.472861793334596,0.6,1,50,50,45936.47,0.3345,42203189.54
"536",536,136,4,5.48780389502645,1,0,0.624851581919938,0.6,1,50,50,11675.51,0.1793,2726352.06
"537",537,137,4,5.87969787605107,1,0,0.426104326057248,0.6,1,50,50,11665.1,0.8175,2721491.25
"538",538,138,4,5.17996840784326,1,0,0.438196848309599,0.6,1,50,50,25833.36,0.5337,13347246.07
"539",539,139,4,5.85004295664839,1,0,0.441799593064934,0.6,1,50,50,10779.32,0.1545,2323872.98
"540",540,140,4,5.53240514500067,1,0,0.479629599419422,0.6,1,50,50,21488.94,0.2484,9235494.03
"541",541,141,4,5.62065786449239,1,0,0.446365377982147,0.6,1,50,50,1684.61,0.1815,56757.89
"542",542,142,4,5.8414292759262,1,0,0.541437423718162,0.6,1,50,50,6217.22,0.1839,773076.29
"543",543,143,4,5.65576218394563,1,0,0.435863853897899,0.6,1,50,50,11969.44,0.2548,2865350.04
"544",544,144,4,5.44842357537709,1,0,0.451761508942582,0.6,1,50,50,12320.06,0.4528,3035677.95
"545",545,145,4,5.61181871313602,1,0,0.47306282420177,0.6,1,50,50,7703.66,0.3254,1186926.11
"546",546,146,4,5.80667506135069,1,0,0.642954301740974,0.6,1,50,50,13155.75,0.1199,3461475.47
"547",547,147,4,5.01440396811813,1,0,0.611106705130078,0.6,1,50,50,9851.2,0.3447,1940921.62
"548",548,148,4,5.65749389631674,1,0,0.64932251421269,0.6,1,50,50,2058.21,0.0195,84724.28
"549",549,149,4,5.41163837420754,1,0,0.439644269854762,0.6,1,50,50,8512.38,0.9689,1449213.32
"550",550,150,4,5.36445852788165,1,0,0.542325548524968,0.6,1,50,50,4824.97,0.0507,465606.33
"551",551,151,4,5.34051634208299,1,0,0.43852132728789,0.6,1,50,50,82687.02,0.4929,136742860.71
"552",552,152,4,5.86728771962225,1,0,0.66087630004622,0.6,1,50,50,16089.27,0.4077,5177294.56
"553",553,153,4,5.81519864522852,1,0,0.512003493425436,0.6,1,50,50,25085.34,0.9083,12585484.32
"554",554,154,4,5.33409339352511,1,0,0.484574764291756,0.6,1,50,50,7821.12,0.1535,1223397.63
"555",555,155,4,5.15864898823202,1,0,0.596636248473078,0.6,1,50,50,32590.43,0.293,21242724.26
"556",556,156,4,5.43669373518787,1,0,0.578747782879509,0.6,1,50,50,1384.83,0.1504,38355.02
"557",557,157,4,5.52299500466324,1,0,0.501135724387132,0.6,1,50,50,13389.82,0.3652,3585746.84
"558",558,158,4,5.11631968035363,1,0,0.562542730965652,0.6,1,50,50,41232.89,0.7797,34003018.1
"559",559,159,4,5.00050226203166,1,0,0.548726291791536,0.6,1,50,50,16789.58,0.2972,5637798.36
"560",560,160,4,5.17135131033137,1,0,0.686676136637106,0.6,1,50,50,34969.91,0.2297,24457892.52
"561",561,161,4,5.03205500054173,1,0,0.472734514344484,0.6,1,50,50,19915.19,0.2505,7932292.01
"562",562,162,4,5.44113612640649,1,0,0.423013735911809,0.6,1,50,50,37212.22,0.2545,27694984.11
"563",563,163,4,5.59568560076877,1,0,0.504271840839647,0.6,1,50,50,6263.25,0.0473,784565.48
"564",564,164,4,5.83299822476692,1,0,0.599628326389939,0.6,1,50,50,34489.01,0.3405,23789838.54
"565",565,165,4,5.14235526532866,1,0,0.611075455858372,0.6,1,50,50,810.42,0.0385,13135.75
"566",566,166,4,5.25313549372368,1,0,0.619022288173437,0.6,1,50,50,35772.1,0.2408,25592863.57
"567",567,167,4,5.44882639148273,1,0,0.466775158676319,0.6,1,50,50,7526.12,0.6936,1132850.56
"568",568,168,4,5.17717066709884,1,0,0.56159078956116,0.6,1,50,50,16897.15,0.7569,5710274.25
"569",569,169,4,5.71551211597398,1,0,0.588070261385292,0.6,1,50,50,10555.82,0.2915,2228507.7
"570",570,170,4,5.07791116484441,1,0,0.432114623021334,0.6,1,50,50,29918.43,0.6064,17902248.08
"571",571,171,4,5.34469839511439,1,0,0.642314501991495,0.6,1,50,50,15952.89,0.126,5089895.58
"572",572,172,4,5.44023361080326,1,0,0.56296566859819,0.6,1,50,50,14859.55,0.4461,4416122.46
"573",573,173,4,5.18311165110208,1,0,0.649431853415444,0.6,1,50,50,13413.53,0.1557,3598454.26
"574",574,174,4,5.82411596295424,1,0,0.660960274632089,0.6,1,50,50,25834.64,0.1929,13348568.29
"575",575,175,4,5.68626716802828,1,0,0.422468674439006,0.6,1,50,50,33340.16,1.0586,22231323.75
"576",576,176,4,5.7375351220835,1,0,0.536493676016107,0.6,1,50,50,5341.9,0.2482,570718.4
"577",577,177,4,5.51501090591773,1,0,0.454941980820149,0.6,1,50,50,15214.72,66.551,4629754.93
"578",578,178,4,5.70747888926417,1,0,0.608806573995389,0.6,1,50,50,3112.54,0.0673,193757.77
"579",579,179,4,5.69923843024299,1,0,0.543683125567622,0.6,1,50,50,37831.04,0.4698,28623746.57
"580",580,180,4,5.85884849959984,1,0,0.416406982159242,0.6,1,50,50,705.03,1.0559,9941.42
"581",581,181,4,5.18428433244117,1,0,0.514418266853318,0.6,1,50,50,14300.13,0.2237,4089872.02
"582",582,182,4,5.54610793711618,1,0,0.535188705264591,0.6,1,50,50,19177.96,0.4439,7355881.92
"583",583,183,4,5.97352288500406,1,0,0.612179075204767,0.6,1,50,50,671.13,0.1309,9008.27
"584",584,184,4,5.1025602070149,1,0,0.577356834406965,0.6,1,50,50,53661.36,0.3854,57590835.62
"585",585,185,4,5.26536430045962,1,0,0.423043015855365,0.6,1,50,50,13801.24,1.5944,3809484.21
"586",586,186,4,5.59219456347637,1,0,0.63691371132154,0.6,1,50,50,3864.23,0.1617,298644.88
"587",587,187,4,5.43694436433725,1,0,0.53767117750831,0.6,1,50,50,31513.26,0.2876,19861712.03
"588",588,188,4,5.83291837270372,1,0,0.694116424769163,0.6,1,50,50,18592.92,0.2695,6913931.29
"589",589,189,4,5.97387781529687,1,0,0.679470938118175,0.6,1,50,50,18245.44,0.1343,6657924.89
"590",590,190,4,5.03222189028747,1,0,0.584353822120465,0.6,1,50,50,25477.23,0.1914,12981782.09
"591",591,191,4,5.17527924710885,1,0,0.696068906481378,0.6,1,50,50,23007.87,0.1554,10587238.17
"592",592,192,4,5.65770680108108,1,0,0.478889215295203,0.6,1,50,50,15189.96,0.8548,4614696.39
"593",593,193,4,5.41105679329485,1,0,0.661352606862783,0.6,1,50,50,13147.59,0.1447,3457185.04
"594",594,194,4,5.31085050362162,1,0,0.676001075934619,0.6,1,50,50,44372.4,0.3061,39378204.75
"595",595,195,4,5.33953047939576,1,0,0.479441290325485,0.6,1,50,50,28012.55,0.3489,15694054.03
"596",596,196,4,5.44905666913837,1,0,0.683156088856049,0.6,1,50,50,14561.12,0.1245,4240521.71
"597",597,197,4,5.83832104620524,1,0,0.530791662726551,0.6,1,50,50,9034.71,0.1066,1632520.22
"598",598,198,4,5.6554009441752,1,0,0.403596513578668,0.6,1,50,50,18.79,0.8798,7.06
"599",599,199,4,5.41292974259704,1,0,0.632100816722959,0.6,1,50,50,4457.3,0.0542,397350.97
"600",600,200,4,5.97977310256101,1,0,0.654967781389132,0.6,1,50,50,25624.14,0.2056,13131932.52
"601",601,1,6,5.35831386758946,1,0,0.617698134877719,0.6,1,50,50,3331.72,0.0717,222007.07
"602",602,2,6,5.57397826947272,1,0,0.57961726130452,0.6,1,50,50,8503.61,0.0674,1446229.23
"603",603,3,6,5.98783553438261,1,0,0.651257653068751,0.6,1,50,50,788.2,0.0191,12425.22
"604",604,4,6,5.91627588379197,1,0,0.515957217034884,0.6,1,50,50,195.24,0.0498,762.39
"605",605,5,6,5.33140852372162,1,0,0.633451038296334,0.6,1,50,50,3748.38,0.0279,281006.87
"606",606,6,6,5.58260210114531,1,0,0.677034116722643,0.6,1,50,50,6233.52,0.0632,777134.56
"607",607,7,6,5.50078660296276,1,0,0.549233142263256,0.6,1,50,50,5520.55,0.0508,609529.52
"608",608,8,6,5.00952178239822,1,0,0.403746026125737,0.6,1,50,50,2170.35,0.0919,94208.79
"609",609,9,6,5.42047383543104,1,0,0.647134598949924,0.6,1,50,50,410.75,0.0194,3374.25
"610",610,10,6,5.63222437468357,1,0,0.495115865487605,0.6,1,50,50,170.65,0.019,582.4
"611",611,11,6,5.72508478700183,1,0,0.690238470770419,0.6,1,50,50,1106.89,0.0133,24504.19
"612",612,12,6,5.59373761271127,1,0,0.685831213835627,0.6,1,50,50,2419.63,0.0494,117091.87
"613",613,13,6,5.76243715104647,1,0,0.432903826492839,0.6,1,50,50,2449.12,0.8844,119963.49
"614",614,14,6,5.01581588271074,1,0,0.691285417904146,0.6,1,50,50,12345.86,0.1304,3048406.76
"615",615,15,6,5.03424152173102,1,0,0.487101210723631,0.6,1,50,50,28.02,0.2217,15.7
"616",616,16,6,5.74340455071069,1,0,0.607149991206825,0.6,1,50,50,5210.18,0.0759,542919.55
"617",617,17,6,5.07776057859883,1,0,0.502978678024374,0.6,1,50,50,1239.85,0.0321,30744.57
"618",618,18,6,5.18645028094761,1,0,0.649806201574393,0.6,1,50,50,2083.94,0.0419,86855.92
"619",619,19,6,5.61430724570528,1,0,0.630686220736243,0.6,1,50,50,2053.92,0.0416,84371.86
"620",620,20,6,5.94839193182997,1,0,0.535216145939194,0.6,1,50,50,420.85,0.0326,3542.34
"621",621,21,6,5.40743326023221,1,0,0.567379896203056,0.6,1,50,50,7057.08,0.0937,996048.23
"622",622,22,6,5.58436365379021,1,0,0.53899610969238,0.6,1,50,50,12978.79,0.1438,3368981.82
"623",623,23,6,5.30613809498027,1,0,0.419034513714723,0.6,1,50,50,5117.04,0.079,523681.54
"624",624,24,6,5.52799327555113,1,0,0.673814130178653,0.6,1,50,50,3240.62,0.024,210032.16
"625",625,25,6,5.78952497290447,1,0,0.54452023350168,0.6,1,50,50,1813.39,0.0663,65767.73
"626",626,26,6,5.69843519665301,1,0,0.54405802693218,0.6,1,50,50,5907.63,0.1049,698000.98
"627",627,27,6,5.7071420585271,1,0,0.651064893673174,0.6,1,50,50,1926.18,0.0206,74203.4
"628",628,28,6,5.71692634583451,1,0,0.487810475914739,0.6,1,50,50,25371.21,0.2423,12873965.3
"629",629,29,6,5.0045290873386,1,0,0.47165324757807,0.6,1,50,50,227.34,0.0743,1033.71
"630",630,30,6,5.92347939661704,1,0,0.425048789079301,0.6,1,50,50,12110.75,0.0946,2933403.15
"631",631,31,6,5.54235073854215,1,0,0.542947610560805,0.6,1,50,50,791.45,0.0499,12527.86
"632",632,32,6,5.28307084087282,1,0,0.49936528315302,0.6,1,50,50,1261.94,0.0444,31849.66
"633",633,33,6,5.4055149492342,1,0,0.612281893705949,0.6,1,50,50,5681.87,0.0498,645673.87
"634",634,34,6,5.08686730102636,1,0,0.68304130169563,0.6,1,50,50,28002.69,0.2027,15683012.72
"635",635,35,6,5.17613584897481,1,0,0.679597165808082,0.6,1,50,50,19404.29,0.1554,7530530.11
"636",636,36,6,5.41394044295885,1,0,0.533856607810594,0.6,1,50,50,248.69,0.052,1236.9
"637",637,37,6,5.53790100780316,1,0,0.540841079666279,0.6,1,50,50,145.32,0.0549,422.34
"638",638,38,6,5.8717324482277,1,0,0.440672461781651,0.6,1,50,50,240.56,0.0351,1157.39
"639",639,39,6,5.62522072019055,1,0,0.416505936183967,0.6,1,50,50,3365.97,0.0959,226594.51
"640",640,40,6,5.20071843964979,1,0,0.466792236454785,0.6,1,50,50,9968.66,0.288,1987484.35
"641",641,41,6,5.02992122014984,1,0,0.486962020001374,0.6,1,50,50,14645.17,0.1664,4289621.02
"642",642,42,6,5.59721120703034,1,0,0.635265268897638,0.6,1,50,50,575.71,0.0058,6628.73
"643",643,43,6,5.07627186505124,1,0,0.639143027109094,0.6,1,50,50,21823.39,0.1601,9525204.19
"644",644,44,6,5.6237847043667,1,0,0.48247804727871,0.6,1,50,50,292.41,0.0394,1710.09
"645",645,45,6,5.37733296817169,1,0,0.400598728214391,0.6,1,50,50,8488.3,0.2435,1441025.18
"646",646,46,6,5.55328648467548,1,0,0.652104738191701,0.6,1,50,50,245.62,0.0609,1206.54
"647",647,47,6,5.16605910216458,1,0,0.580834710388444,0.6,1,50,50,12767.42,0.184,3260142.03
"648",648,48,6,5.5993184177205,1,0,0.423939460748807,0.6,1,50,50,9845.64,0.2692,1938733.11
"649",649,49,6,5.8269130748231,1,0,0.69384505667258,0.6,1,50,50,202.78,0.0039,822.42
"650",650,50,6,5.66272271005437,1,0,0.534245675429702,0.6,1,50,50,9044.82,0.1208,1636175.82
"651",651,51,6,5.79561448399909,1,0,0.480065115424804,0.6,1,50,50,2748.86,0.1147,151124.81
"652",652,52,6,5.19438376976177,1,0,0.518121415702626,0.6,1,50,50,5814.38,0.0647,676139.22
"653",653,53,6,5.11732031498104,1,0,0.417494355421513,0.6,1,50,50,6273.38,0.2388,787104.75
"654",654,54,6,5.67147526377812,1,0,0.400293442117982,0.6,1,50,50,15051.92,0.2121,4531205.26
"655",655,55,6,5.88795307371765,1,0,0.53146467988845,0.6,1,50,50,805.24,0.0065,12968.29
"656",656,56,6,5.26960603985935,1,0,0.519203220517375,0.6,1,50,50,20605.95,0.1978,8492102.22
"657",657,57,6,5.49202640657313,1,0,0.495199596369639,0.6,1,50,50,2714.16,0.6747,147333.13
"658",658,58,6,5.08840662403964,1,0,0.698904123995453,0.6,1,50,50,307.74,0.0024,1894.13
"659",659,59,6,5.71593129984103,1,0,0.436543921218254,0.6,1,50,50,12596.84,0.1714,3173609.14
"660",660,60,6,5.88847211981192,1,0,0.472827938338742,0.6,1,50,50,19041.63,0.1266,7251669.99
"661",661,61,6,5.1842053050641,1,0,0.426327096368186,0.6,1,50,50,5866.62,0.1034,688345.26
"662",662,62,6,5.153831836069,1,0,0.421057765372097,0.6,1,50,50,17211.47,0.1785,5924690.96
"663",663,63,6,5.45284909871407,1,0,0.590731858182698,0.6,1,50,50,7205.97,0.0987,1038519.25
"664",664,64,6,5.64275284158066,1,0,0.418386093457229,0.6,1,50,50,8079.69,0.0959,1305626.65
"665",665,65,6,5.69619036582299,1,0,0.469883724092506,0.6,1,50,50,721.99,0.0253,10425.31
"666",666,66,6,5.28452552738599,1,0,0.506059116707183,0.6,1,50,50,967.99,0.0478,18739.91
"667",667,67,6,5.37383386353031,1,0,0.466615943587385,0.6,1,50,50,19625.92,0.1971,7703536.68
"668",668,68,6,5.33973590587266,1,0,0.520121295400895,0.6,1,50,50,1723.64,0.0732,59418.64
"669",669,69,6,5.90919187478721,1,0,0.559057735116221,0.6,1,50,50,398.75,0.0233,3180.02
"670",670,70,6,5.88958186819218,1,0,0.681177112576552,0.6,1,50,50,9520.55,0.0665,1812817.57
"671",671,71,6,5.35842999326997,1,0,0.51203598245047,0.6,1,50,50,16684.35,0.2105,5567352.66
"672",672,72,6,5.96093149669468,1,0,0.500650350796059,0.6,1,50,50,4006.74,0.091,321079.24
"673",673,73,6,5.70550075941719,1,0,0.600445174705237,0.6,1,50,50,2968.57,0.04,176247.66
"674",674,74,6,5.12574511859566,1,0,0.499530191090889,0.6,1,50,50,7556.24,0.0738,1141934.69
"675",675,75,6,5.402640824439,1,0,0.407188797858544,0.6,1,50,50,4546.52,0.0868,413416.71
"676",676,76,6,5.15956663270481,1,0,0.628471373929642,0.6,1,50,50,1087.82,0.0389,23667.17
"677",677,77,6,5.92202611500397,1,0,0.43837998227682,0.6,1,50,50,1414.22,0.2774,40000.09
"678",678,78,6,5.30565033294261,1,0,0.638417932763696,0.6,1,50,50,11397.56,0.0886,2598088.3
"679",679,79,6,5.32869988796301,1,0,0.433853275189176,0.6,1,50,50,1157.92,0.097,26815.45
"680",680,80,6,5.25823836470954,1,0,0.421541107050143,0.6,1,50,50,564.88,0.0281,6381.79
"681",681,81,6,5.0902512986213,1,0,0.440473651140928,0.6,1,50,50,3340.79,0.2635,223217
"682",682,82,6,5.4943849851843,1,0,0.679810326686129,0.6,1,50,50,11621.96,0.0791,2701400.9
"683",683,83,6,5.26750546391122,1,0,0.695799364312552,0.6,1,50,50,9418.91,0.1023,1774316.01
"684",684,84,6,5.66334531037137,1,0,0.420973592554219,0.6,1,50,50,812.66,0.6878,13208.2
"685",685,85,6,5.74735599244013,1,0,0.50865236481186,0.6,1,50,50,6942.06,0.1305,963842.57
"686",686,86,6,5.91960570402443,1,0,0.677319704298861,0.6,1,50,50,1057.55,0.0079,22368.23
"687",687,87,6,5.35515128215775,1,0,0.658979218453169,0.6,1,50,50,3326.19,0.0419,221270.83
"688",688,88,6,5.75668135727756,1,0,0.546701249340549,0.6,1,50,50,5211.85,0.076,543267.2
"689",689,89,6,5.56850808509625,1,0,0.531596274930052,0.6,1,50,50,5001.54,0.084,500307.3
"690",690,90,6,5.65562523854896,1,0,0.460469610639848,0.6,1,50,50,1139.54,0.1767,25971.03
"691",691,91,6,5.13215269590728,1,0,0.495274932775646,0.6,1,50,50,11190.66,0.0941,2504616.6
"692",692,92,6,5.18674333090894,1,0,0.490994420554489,0.6,1,50,50,1677.22,0.0709,56261.03
"693",693,93,6,5.58275102614425,1,0,0.608340433589183,0.6,1,50,50,93.42,0.033,174.53
"694",694,94,6,5.6455121319741,1,0,0.694440260715783,0.6,1,50,50,22151.2,0.1432,9813509.15
"695",695,95,6,5.69282935000956,1,0,0.415289904479869,0.6,1,50,50,10063.85,0.1531,2025623.01
"696",696,96,6,5.29802427347749,1,0,0.62571387893986,0.6,1,50,50,8831.91,0.0723,1560052.74
"697",697,97,6,5.80481723113917,1,0,0.481137468316592,0.6,1,50,50,15127.23,0.1708,4576663.03
"698",698,98,6,5.47572891321033,1,0,0.473148004873656,0.6,1,50,50,4785.79,0.1515,458074.87
"699",699,99,6,5.89052901882678,1,0,0.629639380821027,0.6,1,50,50,412.15,0.0132,3397.36
"700",700,100,6,5.17972477688454,1,0,0.520601433864795,0.6,1,50,50,4356.83,0.1753,379640.2
"701",701,101,6,5.64279262162745,1,0,0.530887659755535,0.6,1,50,50,10134.08,0.1623,2053991.75
"702",702,102,6,5.22363139130175,1,0,0.522897596796975,0.6,1,50,50,51758.67,0.5336,53579190.32
"703",703,103,6,5.48564779246226,1,0,0.420686044800095,0.6,1,50,50,5337.45,0.1355,569767.73
"704",704,104,6,5.1417429568246,1,0,0.61218834517058,0.6,1,50,50,13264.12,0.0899,3518735.69
"705",705,105,6,5.82169262203388,1,0,0.625512625393458,0.6,1,50,50,2253.5,0.0229,101565.41
"706",706,106,6,5.48548180190846,1,0,0.579121799534187,0.6,1,50,50,681.67,0.0267,9293.38
"707",707,107,6,5.49080049875192,1,0,0.554643943649717,0.6,1,50,50,2033.68,0.0658,82716.69
"708",708,108,6,5.03753614169545,1,0,0.660428740014322,0.6,1,50,50,16319.1,0.1319,5326261.88
"709",709,109,6,5.39564510015771,1,0,0.62298607530538,0.6,1,50,50,518.19,0.0248,5370.4
"710",710,110,6,5.21584260044619,1,0,0.646773445862345,0.6,1,50,50,1987.71,0.0237,79020.1
"711",711,111,6,5.95570435514674,1,0,0.474618974258192,0.6,1,50,50,2607.1,0.1198,135939.07
"712",712,112,6,5.00887321680784,1,0,0.475997215206735,0.6,1,50,50,2444.78,0.0214,119538.52
"713",713,113,6,5.72656903159805,1,0,0.550400467845611,0.6,1,50,50,7522.44,0.0759,1131742.9
"714",714,114,6,5.86367273633368,1,0,0.584999986039475,0.6,1,50,50,1645.1,0.0364,54127.24
"715",715,115,6,5.42612560489215,1,0,0.413006364973262,0.6,1,50,50,1390.69,0.2167,38680.17
"716",716,116,6,5.44900244427845,1,0,0.410819591744803,0.6,1,50,50,4912.63,0.0679,482678.97
"717",717,117,6,5.13112964504398,1,0,0.495714746671729,0.6,1,50,50,3215.35,0.079,206770.04
"718",718,118,6,5.62396282120608,1,0,0.522327271290123,0.6,1,50,50,6741.29,0.1111,908900.37
"719",719,119,6,5.82241007802077,1,0,0.655586496321484,0.6,1,50,50,266.03,0.0128,1415.43
"720",720,120,6,5.05676347389817,1,0,0.568608135520481,0.6,1,50,50,6551.1,0.1146,858337.33
"721",721,121,6,5.40502892876975,1,0,0.412346492591314,0.6,1,50,50,3789.25,0.1645,287168.16
"722",722,122,6,5.07841625763103,1,0,0.525181599333882,0.6,1,50,50,6636.98,0.0501,880989.18
"723",723,123,6,5.27738510165364,1,0,0.472175165638328,0.6,1,50,50,12060.53,0.1342,2909128.53
"724",724,124,6,5.36630886956118,1,0,0.53858166844584,0.6,1,50,50,7451.54,0.0992,1110509.15
"725",725,125,6,5.83337212447077,1,0,0.580854882556014,0.6,1,50,50,17964.99,0.1692,6454817.46
"726",726,126,6,5.0789238922298,1,0,0.430743988719769,0.6,1,50,50,3561.25,0.4385,253649.97
"727",727,127,6,5.94056584127247,1,0,0.665962606528774,0.6,1,50,50,7835.04,0.059,1227756.9
"728",728,128,6,5.96664648596197,1,0,0.452163004339673,0.6,1,50,50,608.88,0.0411,7414.67
"729",729,129,6,5.95551511947997,1,0,0.574057374009863,0.6,1,50,50,8852.25,0.1041,1567245.37
"730",730,130,6,5.15263794106431,1,0,0.61589101080317,0.6,1,50,50,3241.77,0.109,210181.62
"731",731,131,6,5.00306553323753,1,0,0.418075621686876,0.6,1,50,50,5949.7,0.1345,707979.2
"732",732,132,6,5.37849579029717,1,0,0.407597895641811,0.6,1,50,50,7464.04,0.1839,1114237.55
"733",733,133,6,5.73541512759402,1,0,0.44207853875123,0.6,1,50,50,4074.75,0.1054,332071.14
"734",734,134,6,5.06800990202464,1,0,0.421471099788323,0.6,1,50,50,3987.39,0.0762,317985.12
"735",735,135,6,5.33547193510458,1,0,0.66615028209053,0.6,1,50,50,3502.43,0.057,245340.23
"736",736,136,6,5.8157399976626,1,0,0.665701196133159,0.6,1,50,50,2332.98,0.0439,108855.95
"737",737,137,6,5.80507390736602,1,0,0.427453576517291,0.6,1,50,50,2001.61,0.0485,80128.95
"738",738,138,6,5.35611777193844,1,0,0.46431758410763,0.6,1,50,50,11820.27,0.1516,2794374.46
"739",739,139,6,5.78191958274692,1,0,0.49764865799807,0.6,1,50,50,6443.18,0.0763,830291.55
"740",740,140,6,5.41764283482917,1,0,0.416065148590133,0.6,1,50,50,8788.32,0.2169,1544690.79
"741",741,141,6,5.62396661331877,1,0,0.668793078418821,0.6,1,50,50,917.8,0.0256,16846.97
"742",742,142,6,5.76500665326603,1,0,0.604560733097605,0.6,1,50,50,5263.97,0.0472,554188.37
"743",743,143,6,5.93692183610983,1,0,0.653616501670331,0.6,1,50,50,9798.54,0.1044,1920228.84
"744",744,144,6,5.87883102870546,1,0,0.68569213822484,0.6,1,50,50,3320.77,0.0851,220549.65
"745",745,145,6,5.08845424326137,1,0,0.438363558915444,0.6,1,50,50,2858.68,0.1444,163441.14
"746",746,146,6,5.96157758566551,1,0,0.533831352298148,0.6,1,50,50,1293.11,0.0444,33442.5
"747",747,147,6,5.67305533448234,1,0,0.603744670166634,0.6,1,50,50,10280.35,0.1087,2113711.64
"748",748,148,6,5.8715295586735,1,0,0.486586211505346,0.6,1,50,50,3308.72,0.0447,218952.21
"749",749,149,6,5.17791919643059,1,0,0.59837809316814,0.6,1,50,50,355.89,0.0231,2533.15
"750",750,150,6,5.78018201421946,1,0,0.416971954703331,0.6,1,50,50,34344.09,0.208,23590324.25
