"","o","nn","FIRM.COSTING_SYSTEM.CP","FIRM.COSTING_SYSTEM.RC_VAR","FIRM.COSTING_SYSTEM.NUMB_Error","FIRM.COSTING_SYSTEM.Error","FIRM.PRODUCTION_ENVIRONMENT.DENS","FIRM.PRODUCTION_ENVIRONMENT.COR","FIRM.PRODUCTION_ENVIRONMENT.Q_VAR","FIRM.PRODUCTION_ENVIRONMENT.NUMB_PRO","FIRM.PRODUCTION_ENVIRONMENT.NUMB_RES","EUCD","MAPE","MSE"
"288",288,88,2,-1,1,0,0.486845467053354,0,1,50,50,151607.84,0.8104,459698759.11
"289",289,89,2,-1,1,0,0.523865320626646,0,1,50,50,148812.75,0.7802,442904663.08
"290",290,90,2,-1,1,0,0.67831320639234,0,1,50,50,94926.94,0.5622,180222478.89
"291",291,91,2,-1,1,0,0.627864516666159,0,1,50,50,105103.08,0.6168,220933159.34
"292",292,92,2,-1,1,0,0.427073525451124,0,1,50,50,130764.88,0.7513,341989083.83
"293",293,93,2,-1,1,0,0.568669797480106,0,1,50,50,122996.06,0.7539,302560604.94
"294",294,94,2,-1,1,0,0.524867506721057,0,1,50,50,123673.35,0.6822,305901947.97
"295",295,95,2,-1,1,0,0.459398306952789,0,1,50,50,149907.82,0.8365,449447116.5
"296",296,96,2,-1,1,0,0.484569700085558,0,1,50,50,122404.39,0.7406,299656717.02
"297",297,97,2,-1,1,0,0.430509146512486,0,1,50,50,138649.24,0.8412,384472239.37
"298",298,98,2,-1,1,0,0.573347214469686,0,1,50,50,134814.49,0.7769,363498959.04
"299",299,99,2,-1,1,0,0.640580628346652,0,1,50,50,102477.95,0.6216,210034600.98
"300",300,100,2,-1,1,0,0.635429483791813,0,1,50,50,103496.56,0.624,214230760.97
"301",301,101,2,-1,1,0,0.663644813816063,0,1,50,50,107864.33,0.5861,232694263.88
"302",302,102,2,-1,1,0,0.695820139208808,0,1,50,50,111638.38,0.6438,249262577.65
"303",303,103,2,-1,1,0,0.493677450018004,0,1,50,50,128355.4,0.7474,329502173.82
"304",304,104,2,-1,1,0,0.66861401910428,0,1,50,50,106629.4,0.6345,227396588.3
"305",305,105,2,-1,1,0,0.49996704547666,0,1,50,50,135466.3,0.6967,367022341.67
"306",306,106,2,-1,1,0,0.569130954425782,0,1,50,50,121625.41,0.6802,295854810.12
"307",307,107,2,-1,1,0,0.624973894213326,0,1,50,50,111414.98,0.6292,248265937.28
"308",308,108,2,-1,1,0,0.523527391836978,0,1,50,50,115801.48,0.6677,268199665.07
"309",309,109,2,-1,1,0,0.545926140807569,0,1,50,50,126403.18,0.6809,319555283.87
"310",310,110,2,-1,1,0,0.641903243213892,0,1,50,50,98533.69,0.592,194177755.31
"311",311,111,2,-1,1,0,0.536190065392293,0,1,50,50,160309.17,0.8135,513980569.32
"312",312,112,2,-1,1,0,0.587518111197278,0,1,50,50,130991.34,0.6718,343174639.86
"313",313,113,2,-1,1,0,0.503222680813633,0,1,50,50,157119.95,0.8389,493733587.2
"314",314,114,2,-1,1,0,0.440994567214511,0,1,50,50,175355.19,0.8649,614988858.98
"315",315,115,2,-1,1,0,0.542508978722617,0,1,50,50,124648.62,0.7104,310745585.24
"316",316,116,2,-1,1,0,0.584093076060526,0,1,50,50,130836.5,0.7765,342363773.79
"317",317,117,2,-1,1,0,0.437692383886315,0,1,50,50,157927.82,0.8705,498823953.95
"318",318,118,2,-1,1,0,0.622470666700974,0,1,50,50,106451.93,0.6678,226640251.09
"319",319,119,2,-1,1,0,0.434162955917418,0,1,50,50,164367.45,0.8528,540333145.7
"320",320,120,2,-1,1,0,0.625263874325901,0,1,50,50,114600.69,0.6751,262666381.44
"321",321,121,2,-1,1,0,0.675096893426962,0,1,50,50,123608.45,0.678,305580987.31
"322",322,122,2,-1,1,0,0.633877359493636,0,1,50,50,95305.27,0.5703,181661881.01
"323",323,123,2,-1,1,0,0.634958581626415,0,1,50,50,102155.37,0.5978,208714404.3
"324",324,124,2,-1,1,0,0.559230702463537,0,1,50,50,101846.04,0.5851,207452307.45
"325",325,125,2,-1,1,0,0.686179898562841,0,1,50,50,102965.2,0.5796,212036659.4
"326",326,126,2,-1,1,0,0.455051751830615,0,1,50,50,167496.46,0.8421,561101288.72
"327",327,127,2,-1,1,0,0.645555581245571,0,1,50,50,72311.85,0.4396,104580073.32
"328",328,128,2,-1,1,0,0.692921581608243,0,1,50,50,91712.78,0.5352,168224677.01
"329",329,129,2,-1,1,0,0.424851714610122,0,1,50,50,161766.51,0.9459,523368080.31
"330",330,130,2,-1,1,0,0.657120514241978,0,1,50,50,119680.93,0.5923,286470511.73
"331",331,131,2,-1,1,0,0.645923029142432,0,1,50,50,100587.11,0.5957,202355343.35
"332",332,132,2,-1,1,0,0.669291806058027,0,1,50,50,103423.44,0.649,213928142.74
"333",333,133,2,-1,1,0,0.642771848593839,0,1,50,50,97703.75,0.5713,190920471.13
"334",334,134,2,-1,1,0,0.532704689144157,0,1,50,50,141251.7,0.758,399040859.9
"335",335,135,2,-1,1,0,0.462887659855187,0,1,50,50,149626.21,0.8409,447760056.65
"336",336,136,2,-1,1,0,0.604711970081553,0,1,50,50,63346.94,0.3691,80256685.78
"337",337,137,2,-1,1,0,0.507881062640809,0,1,50,50,114299.42,0.655,261287168.15
"338",338,138,2,-1,1,0,0.405472353682853,0,1,50,50,190085.69,1.0048,722651397.09
"339",339,139,2,-1,1,0,0.561728387512267,0,1,50,50,114703.28,0.6963,263136825.95
"340",340,140,2,-1,1,0,0.458340131002478,0,1,50,50,144447.95,0.8818,417304179.72
"341",341,141,2,-1,1,0,0.499062656564638,0,1,50,50,148630.38,0.8292,441819813.31
"342",342,142,2,-1,1,0,0.554533524089493,0,1,50,50,136153.58,0.741,370755953.04
"343",343,143,2,-1,1,0,0.686438789637759,0,1,50,50,87848.22,0.5373,154346203.33
"344",344,144,2,-1,1,0,0.655525024421513,0,1,50,50,122895.13,0.6967,302064251.61
"345",345,145,2,-1,1,0,0.620323284436017,0,1,50,50,138199.07,0.6766,381979664.07
"346",346,146,2,-1,1,0,0.498139296891168,0,1,50,50,147919.2,0.8542,437601786.66
"347",347,147,2,-1,1,0,0.655349412094802,0,1,50,50,68007.41,0.4118,92500149.02
"348",348,148,2,-1,1,0,0.452478710119613,0,1,50,50,180180.62,0.8896,649301080.5
"349",349,149,2,-1,1,0,0.638799647777341,0,1,50,50,105597.47,0.622,223016533.67
"350",350,150,2,-1,1,0,0.636314454977401,0,1,50,50,113424.21,0.6607,257301035.84
"351",351,151,2,-1,1,0,0.50368662935216,0,1,50,50,126255.6,0.7417,318809550.23
"352",352,152,2,-1,1,0,0.622529643867165,0,1,50,50,111251.86,0.6885,247539530.32
"353",353,153,2,-1,1,0,0.589092420227826,0,1,50,50,149242.46,0.8191,445466210.02
"354",354,154,2,-1,1,0,0.60734900846146,0,1,50,50,135373.82,0.706,366521410.97
"355",355,155,2,-1,1,0,0.554418371268548,0,1,50,50,109941.88,0.6563,241744328.85
"356",356,156,2,-1,1,0,0.446014902531169,0,1,50,50,133361.18,0.7732,355704090.69
"357",357,157,2,-1,1,0,0.472123033483513,0,1,50,50,139048.72,0.8358,386690931.64
"358",358,158,2,-1,1,0,0.523473935830407,0,1,50,50,170615.17,0.863,582190724.96
"359",359,159,2,-1,1,0,0.510484733222984,0,1,50,50,133491.61,0.814,356400195.43
"360",360,160,2,-1,1,0,0.511083959881216,0,1,50,50,160324.16,0.8511,514076694.78
"361",361,161,2,-1,1,0,0.697389335976914,0,1,50,50,106187.27,0.6296,225514734.02
"362",362,162,2,-1,1,0,0.481116002402268,0,1,50,50,125902.88,0.6979,317030718.06
"363",363,163,2,-1,1,0,0.497064054966904,0,1,50,50,145081.79,0.8102,420974496.61
"364",364,164,2,-1,1,0,0.477572367177345,0,1,50,50,146062.42,0.8651,426684600.38
"365",365,165,2,-1,1,0,0.648946221382357,0,1,50,50,134479.28,0.7609,361693530.5
"366",366,166,2,-1,1,0,0.505787953617983,0,1,50,50,131805.31,0.7797,347452806.33
"367",367,167,2,-1,1,0,0.675933614745736,0,1,50,50,109262.21,0.6098,238764613.79
"368",368,168,2,-1,1,0,0.679324222821742,0,1,50,50,117605.84,0.6819,276622676.98
"369",369,169,2,-1,1,0,0.436884860647842,0,1,50,50,139632.02,0.8178,389942018.39
"370",370,170,2,-1,1,0,0.525276186177507,0,1,50,50,110149.18,0.6313,242656842.33
"371",371,171,2,-1,1,0,0.662787566543557,0,1,50,50,103838.13,0.6172,215647128.76
"372",372,172,2,-1,1,0,0.400608723983169,0,1,50,50,186941.11,1.0139,698939573.46
"373",373,173,2,-1,1,0,0.409407290723175,0,1,50,50,148261.47,0.9002,439629268.58
"374",374,174,2,-1,1,0,0.583011308615096,0,1,50,50,118281.95,0.7064,279812411.25
"375",375,175,2,-1,1,0,0.585415243823081,0,1,50,50,104274.45,0.6373,217463232.35
"376",376,176,2,-1,1,0,0.575083593954332,0,1,50,50,103508.16,0.6523,214278797.57
"377",377,177,2,-1,1,0,0.681704465742223,0,1,50,50,108519.14,0.5529,235528073.6
"378",378,178,2,-1,1,0,0.624753690510988,0,1,50,50,105395.65,0.6527,222164879.59
"379",379,179,2,-1,1,0,0.694859449123032,0,1,50,50,115090.78,0.6974,264917738.46
"380",380,180,2,-1,1,0,0.677939425618388,0,1,50,50,115738.77,0.6425,267909236.13
"381",381,181,2,-1,1,0,0.453942515910603,0,1,50,50,78152.75,0.4472,122157041.33
"382",382,182,2,-1,1,0,0.482117087673396,0,1,50,50,149681.02,0.8213,448088143.11
"383",383,183,2,-1,1,0,0.47842168873176,0,1,50,50,142290.61,0.7858,404932349.4
"384",384,184,2,-1,1,0,0.53788280764129,0,1,50,50,156333.58,0.832,488803767.05
"385",385,185,2,-1,1,0,0.636647589877248,0,1,50,50,108076.2,0.5703,233609301.67
"386",386,186,2,-1,1,0,0.528442100295797,0,1,50,50,127707.24,0.7311,326182790.22
"387",387,187,2,-1,1,0,0.633377337898128,0,1,50,50,123156.32,0.6813,303349575.25
"388",388,188,2,-1,1,0,0.625141734979115,0,1,50,50,99862.54,0.5889,199450538.46
"389",389,189,2,-1,1,0,0.406468600709923,0,1,50,50,163395.33,0.8875,533960671.47
"390",390,190,2,-1,1,0,0.407780342851765,0,1,50,50,158497.49,0.9153,502429060.86
"391",391,191,2,-1,1,0,0.582029447169043,0,1,50,50,124528.12,0.6497,310145036.05
"392",392,192,2,-1,1,0,0.647178358631209,0,1,50,50,123455.04,0.7112,304822918.21
"393",393,193,2,-1,1,0,0.409479511575773,0,1,50,50,164797.56,0.9505,543164736.23
"394",394,194,2,-1,1,0,0.641703736456111,0,1,50,50,93705.19,0.5502,175613242.06
"395",395,195,2,-1,1,0,0.692213364085183,0,1,50,50,100127.51,0.5978,200510375.55
"396",396,196,2,-1,1,0,0.647401398979127,0,1,50,50,125667.28,0.6986,315845295.16
"397",397,197,2,-1,1,0,0.496600709366612,0,1,50,50,164404.1,0.8111,540574149
"398",398,198,2,-1,1,0,0.619779189536348,0,1,50,50,104301.25,0.614,217575003.93
"399",399,199,2,-1,1,0,0.445672773709521,0,1,50,50,167289.45,0.8971,559715178.73
"400",400,200,2,-1,1,0,0.631771413097158,0,1,50,50,129619.61,0.7282,336024862.32
"401",401,1,4,-1,1,0,0.617864565178752,0,1,50,50,72631.07,0.4129,105505460.98
"402",402,2,4,-1,1,0,0.624858592962846,0,1,50,50,53125.6,0.3012,56446588.46
"403",403,3,4,-1,1,0,0.637772083166055,0,1,50,50,57535.78,0.339,66207310.44
"404",404,4,4,-1,1,0,0.665542730945162,0,1,50,50,59373.84,0.3658,70505066.01
"405",405,5,4,-1,1,0,0.404277648334391,0,1,50,50,112534.63,0.6659,253280870.34
"406",406,6,4,-1,1,0,0.492528622457758,0,1,50,50,92109.63,0.5597,169683691.34
"407",407,7,4,-1,1,0,0.565130886784755,0,1,50,50,74336.04,0.4411,110516924.39
"408",408,8,4,-1,1,0,0.640656085591763,0,1,50,50,66874.94,0.4012,89445141.19
"409",409,9,4,-1,1,0,0.695492525049485,0,1,50,50,63425.99,0.3786,80457122.46
"410",410,10,4,-1,1,0,0.402611558721401,0,1,50,50,118921.39,0.6094,282845931.75
"411",411,11,4,-1,1,0,0.424032568605617,0,1,50,50,91305.22,0.5569,166732855.28
"412",412,12,4,-1,1,0,0.400962228374556,0,1,50,50,90159.25,0.5266,162573809.15
"413",413,13,4,-1,1,0,0.666235321876593,0,1,50,50,69261.44,0.3827,95942951.9
"414",414,14,4,-1,1,0,0.488159927097149,0,1,50,50,69862.7,0.4644,97615944.09
"415",415,15,4,-1,1,0,0.694051435263827,0,1,50,50,65652.41,0.3825,86204769.11
"416",416,16,4,-1,1,0,0.491957050422206,0,1,50,50,74441.87,0.4589,110831828.92
"417",417,17,4,-1,1,0,0.517474461020902,0,1,50,50,80829.43,0.4214,130667920.66
"418",418,18,4,-1,1,0,0.55218110580463,0,1,50,50,85425.22,0.4965,145949378.87
"419",419,19,4,-1,1,0,0.561522478726692,0,1,50,50,60511.6,0.3493,73233075.09
"420",420,20,4,-1,1,0,0.690482292650267,0,1,50,50,64506.74,0.3863,83222386.85
"421",421,21,4,-1,1,0,0.592451523104683,0,1,50,50,81878.7,0.452,134082431.78
"422",422,22,4,-1,1,0,0.559943999908864,0,1,50,50,77819.67,0.4558,121118006.42
"423",423,23,4,-1,1,0,0.612882746383548,0,1,50,50,57085.49,0.3648,65175059.66
"424",424,24,4,-1,1,0,0.443838028539903,0,1,50,50,79392.1,0.451,126062117.48
"425",425,25,4,-1,1,0,0.421653844625689,0,1,50,50,90651.04,0.5934,164352215.37
"426",426,26,4,-1,1,0,0.530921652633697,0,1,50,50,106170.59,0.6336,225443883.63
"427",427,27,4,-1,1,0,0.615525184036232,0,1,50,50,75654.14,0.4224,114470992.68
"428",428,28,4,-1,1,0,0.542932509235106,0,1,50,50,69999.8,0.4146,97999444.99
"429",429,29,4,-1,1,0,0.408708191872574,0,1,50,50,89133.68,0.5289,158896268.24
"430",430,30,4,-1,1,0,0.419129994418472,0,1,50,50,96108.56,0.5237,184737118.33
"431",431,31,4,-1,1,0,0.639035506360233,0,1,50,50,67622.48,0.3963,91455999.19
"432",432,32,4,-1,1,0,0.494929259875789,0,1,50,50,75977.78,0.4688,115452461.68
"433",433,33,4,-1,1,0,0.614787428127602,0,1,50,50,76292.13,0.4318,116409786.52
"434",434,34,4,-1,1,0,0.631307241460308,0,1,50,50,82675.59,0.504,136705064.35
"435",435,35,4,-1,1,0,0.425852863863111,0,1,50,50,89359.32,0.5419,159701766.39
"436",436,36,4,-1,1,0,0.645240469812415,0,1,50,50,56279.59,0.3629,63347847.11
"437",437,37,4,-1,1,0,0.661167928180657,0,1,50,50,65691.09,0.4012,86306374.49
"438",438,38,4,-1,1,0,0.48735114755109,0,1,50,50,95285.29,0.4894,181585714.87
"439",439,39,4,-1,1,0,0.674808401032351,0,1,50,50,63391.07,0.3736,80368554.91
"440",440,40,4,-1,1,0,0.607731856987812,0,1,50,50,72966.78,0.4171,106483021.32
"441",441,41,4,-1,1,0,0.640074224001728,0,1,50,50,91974.06,0.5301,169184568.88
"442",442,42,4,-1,1,0,0.59036102280952,0,1,50,50,71156.01,0.4172,101263566.77
"443",443,43,4,-1,1,0,0.528800126654096,0,1,50,50,102405.69,0.5699,209738524.49
"444",444,44,4,-1,1,0,0.521222564042546,0,1,50,50,71033.78,0.442,100915966.23
"445",445,45,4,-1,1,0,0.637871928396635,0,1,50,50,60734.57,0.3319,73773760.33
"446",446,46,4,-1,1,0,0.608648453722708,0,1,50,50,63371.89,0.3611,80319937.5
"447",447,47,4,-1,1,0,0.490867126896046,0,1,50,50,89961.8,0.5212,161862505.95
"448",448,48,4,-1,1,0,0.545093635097146,0,1,50,50,97891.03,0.5949,191653080.06
"449",449,49,4,-1,1,0,0.417650092509575,0,1,50,50,89996.87,0.5332,161988749.23
"450",450,50,4,-1,1,0,0.521217860048637,0,1,50,50,70918.36,0.3901,100588279.73
"451",451,51,4,-1,1,0,0.433200184255838,0,1,50,50,74524.88,0.4075,111079153.4
"452",452,52,4,-1,1,0,0.590627216268331,0,1,50,50,74862.75,0.4557,112088640.22
"453",453,53,4,-1,1,0,0.483234681678005,0,1,50,50,78831.43,0.4296,124287902.13
"454",454,54,4,-1,1,0,0.515019718767144,0,1,50,50,81835.5,0.4393,133940990.25
"455",455,55,4,-1,1,0,0.408247322705574,0,1,50,50,93725.12,0.5472,175687962.14
"456",456,56,4,-1,1,0,0.652659998973832,0,1,50,50,56025.33,0.3469,62776745.76
"457",457,57,4,-1,1,0,0.506850324082188,0,1,50,50,65029.9,0.4013,84577766.22
"458",458,58,4,-1,1,0,0.682442573970184,0,1,50,50,62385.52,0.3662,77839065.6
"459",459,59,4,-1,1,0,0.56897407383658,0,1,50,50,77861.24,0.4426,121247463.22
"460",460,60,4,-1,1,0,0.626783091970719,0,1,50,50,74586.18,0.4319,111261955.67
"461",461,61,4,-1,1,0,0.493810428003781,0,1,50,50,85447.17,0.4815,146024373.99
"462",462,62,4,-1,1,0,0.486124470899813,0,1,50,50,71279.78,0.4045,101616143.07
"463",463,63,4,-1,1,0,0.580031681526452,0,1,50,50,72319.82,0.3859,104603120.08
"464",464,64,4,-1,1,0,0.481623232085258,0,1,50,50,85646.33,0.537,146705885.84
"465",465,65,4,-1,1,0,0.440986823942512,0,1,50,50,95169.14,0.5464,181143286.82
"466",466,66,4,-1,1,0,0.419635026436299,0,1,50,50,68749.87,0.3776,94530902.71
"467",467,67,4,-1,1,0,0.638538867072202,0,1,50,50,67075.48,0.3933,89982388.08
"468",468,68,4,-1,1,0,0.501460237172432,0,1,50,50,70341.93,0.4529,98959755.71
"469",469,69,4,-1,1,0,0.500102031836286,0,1,50,50,75787.62,0.4476,114875276.63
"470",470,70,4,-1,1,0,0.574677830981091,0,1,50,50,72710.24,0.4135,105735586.08
"471",471,71,4,-1,1,0,0.458016453683376,0,1,50,50,74575.81,0.4563,111231024.63
"472",472,72,4,-1,1,0,0.644072476122528,0,1,50,50,63653.53,0.378,81035439.33
"473",473,73,4,-1,1,0,0.683164682541974,0,1,50,50,63009.48,0.3702,79403891.33
"474",474,74,4,-1,1,0,0.604475744441152,0,1,50,50,75706.47,0.4224,114629378.32
"475",475,75,4,-1,1,0,0.477817850280553,0,1,50,50,76016.23,0.4275,115569342.6
"476",476,76,4,-1,1,0,0.681603312236257,0,1,50,50,69268.24,0.4092,95961777.43
"477",477,77,4,-1,1,0,0.480387631361373,0,1,50,50,61063.16,0.3548,74574201.72
"478",478,78,4,-1,1,0,0.56832164269872,0,1,50,50,69070.36,0.3898,95414290.57
"479",479,79,4,-1,1,0,0.481955650961027,0,1,50,50,95694.53,0.5504,183148859.79
"480",480,80,4,-1,1,0,0.573376677138731,0,1,50,50,74791.01,0.4255,111873906.93
"481",481,81,4,-1,1,0,0.409625662211329,0,1,50,50,90541.42,0.5363,163954979.81
"482",482,82,4,-1,1,0,0.472139990911819,0,1,50,50,93833.83,0.5608,176095760.8
"483",483,83,4,-1,1,0,0.446811427734792,0,1,50,50,91334.99,0.5698,166841599.84
"484",484,84,4,-1,1,0,0.480032776785083,0,1,50,50,103020.9,0.5529,212266103.78
"485",485,85,4,-1,1,0,0.467862459295429,0,1,50,50,99479.73,0.5919,197924324.89
"486",486,86,4,-1,1,0,0.669515819544904,0,1,50,50,60533.33,0.3268,73285683.1
"487",487,87,4,-1,1,0,0.404671202856116,0,1,50,50,95092.84,0.5632,180852976.87
"488",488,88,4,-1,1,0,0.432111574453302,0,1,50,50,109536.02,0.6463,239962778.25
"489",489,89,4,-1,1,0,0.504960294184275,0,1,50,50,73098.59,0.399,106868084.92
"490",490,90,4,-1,1,0,0.588807535264641,0,1,50,50,71039.63,0.3941,100932586.65
"491",491,91,4,-1,1,0,0.401977678691037,0,1,50,50,108949.67,0.6006,237400616.41
"492",492,92,4,-1,1,0,0.564048871444538,0,1,50,50,82660.43,0.4653,136654919.84
"493",493,93,4,-1,1,0,0.637968628318049,0,1,50,50,77433.64,0.4074,119919385.21
"494",494,94,4,-1,1,0,0.523654993390664,0,1,50,50,89228.15,0.501,159233256.51
"495",495,95,4,-1,1,0,0.67826180618722,0,1,50,50,57733.49,0.3366,66663127.82
"496",496,96,4,-1,1,0,0.422150518209673,0,1,50,50,84290.85,0.4835,142098937.7
"497",497,97,4,-1,1,0,0.594930347055197,0,1,50,50,70283.97,0.3757,98796724.09
"498",498,98,4,-1,1,0,0.543100049649365,0,1,50,50,60078.21,0.3323,72187820.32
"499",499,99,4,-1,1,0,0.680234255199321,0,1,50,50,58185.88,0.3502,67711938.67
"500",500,100,4,-1,1,0,0.546591426711529,0,1,50,50,77785.43,0.4463,121011461.65
"501",501,101,4,-1,1,0,0.418341928580776,0,1,50,50,80702.44,0.5112,130257682.43
"502",502,102,4,-1,1,0,0.467104719183408,0,1,50,50,68887.17,0.4405,94908847.92
"503",503,103,4,-1,1,0,0.48646721795667,0,1,50,50,80386.18,0.468,129238763.82
"504",504,104,4,-1,1,0,0.451871871505864,0,1,50,50,85332.39,0.4651,145632333.98
"505",505,105,4,-1,1,0,0.608792634191923,0,1,50,50,73147,0.4184,107009662.56
"506",506,106,4,-1,1,0,0.666529250075109,0,1,50,50,77685.74,0.4488,120701493.37
"507",507,107,4,-1,1,0,0.547717343945987,0,1,50,50,80704.58,0.4064,130264594.96
"508",508,108,4,-1,1,0,0.484493449912407,0,1,50,50,80034.86,0.4898,128111583.32
"509",509,109,4,-1,1,0,0.492427420476451,0,1,50,50,84015.21,0.4563,141171117.65
"510",510,110,4,-1,1,0,0.656604979350232,0,1,50,50,50298.56,0.3009,50598894.69
"511",511,111,4,-1,1,0,0.448342063557357,0,1,50,50,83218.22,0.5084,138505445.76
"512",512,112,4,-1,1,0,0.607053060992621,0,1,50,50,75751.14,0.4215,114764698.96
"513",513,113,4,-1,1,0,0.485257666721009,0,1,50,50,89221.43,0.5375,159209268.59
"514",514,114,4,-1,1,0,0.482525543961674,0,1,50,50,86896.4,0.519,151019701.11
"515",515,115,4,-1,1,0,0.490642555733211,0,1,50,50,93460.35,0.5406,174696752.53
"516",516,116,4,-1,1,0,0.471328233554959,0,1,50,50,87712.98,0.4825,153871349.29
"517",517,117,4,-1,1,0,0.475618086359464,0,1,50,50,86152.25,0.4803,148444207.61
"518",518,118,4,-1,1,0,0.473320587910712,0,1,50,50,81389.55,0.4563,132485189.05
"519",519,119,4,-1,1,0,0.439848947688006,0,1,50,50,92822.87,0.5966,172321688.93
"520",520,120,4,-1,1,0,0.666625732346438,0,1,50,50,72036.81,0.4193,103786051.76
"521",521,121,4,-1,1,0,0.680422957194969,0,1,50,50,63794.29,0.375,81394223.18
"522",522,122,4,-1,1,0,0.64604701041244,0,1,50,50,68654.19,0.4058,94267963.93
"523",523,123,4,-1,1,0,0.658638134854846,0,1,50,50,59633.79,0.3436,71123773.35
"524",524,124,4,-1,1,0,0.634121338673867,0,1,50,50,82701.6,0.446,136791103.56
"525",525,125,4,-1,1,0,0.473683435260318,0,1,50,50,83208.95,0.4921,138474576.29
"526",526,126,4,-1,1,0,0.627842795313336,0,1,50,50,63987.78,0.392,81888717.19
"527",527,127,4,-1,1,0,0.691258764849044,0,1,50,50,73740.01,0.4223,108751790.63
"528",528,128,4,-1,1,0,0.665491406456567,0,1,50,50,63915.82,0.3579,81704649.04
"529",529,129,4,-1,1,0,0.571922038844787,0,1,50,50,69032.79,0.4031,95310524.44
"530",530,130,4,-1,1,0,0.497465144190937,0,1,50,50,82800.5,0.52,137118440.91
"531",531,131,4,-1,1,0,0.574595773266628,0,1,50,50,91247.93,0.5186,166523704.83
"532",532,132,4,-1,1,0,0.503246824815869,0,1,50,50,73198.57,0.4794,107160621.56
"533",533,133,4,-1,1,0,0.620947713381611,0,1,50,50,63284.93,0.3673,80099659.92
"534",534,134,4,-1,1,0,0.565499210171401,0,1,50,50,61199.98,0.3521,74908762.94
"535",535,135,4,-1,1,0,0.472861793334596,0,1,50,50,72081.06,0.3943,103913597.42
"536",536,136,4,-1,1,0,0.624851581919938,0,1,50,50,62828.27,0.3682,78947818.77
"537",537,137,4,-1,1,0,0.426104326057248,0,1,50,50,91740.02,0.5721,168324640.47
"538",538,138,4,-1,1,0,0.438196848309599,0,1,50,50,92918.06,0.5337,172675306.61
"539",539,139,4,-1,1,0,0.441799593064934,0,1,50,50,76823.19,0.4515,118036047.76
"540",540,140,4,-1,1,0,0.479629599419422,0,1,50,50,85462.71,0.4998,146077504.26
"541",541,141,4,-1,1,0,0.446365377982147,0,1,50,50,109929.53,0.6268,241690017.43
"542",542,142,4,-1,1,0,0.541437423718162,0,1,50,50,85641.31,0.4932,146688672.59
"543",543,143,4,-1,1,0,0.435863853897899,0,1,50,50,91515.62,0.4944,167502186.8
"544",544,144,4,-1,1,0,0.451761508942582,0,1,50,50,88583.05,0.478,156939147.09
"545",545,145,4,-1,1,0,0.47306282420177,0,1,50,50,95463.95,0.5565,182267331.74
"546",546,146,4,-1,1,0,0.642954301740974,0,1,50,50,67820.46,0.3841,91992296.6
"547",547,147,4,-1,1,0,0.611106705130078,0,1,50,50,78876.08,0.4647,124428713.57
"548",548,148,4,-1,1,0,0.64932251421269,0,1,50,50,57579.47,0.3439,66307900.33
"549",549,149,4,-1,1,0,0.439644269854762,0,1,50,50,70338.38,0.4,98949750.77
"550",550,150,4,-1,1,0,0.542325548524968,0,1,50,50,90256.79,0.4996,162925767.47
"551",551,151,4,-1,1,0,0.43852132728789,0,1,50,50,80417.27,0.4842,129338760.81
"552",552,152,4,-1,1,0,0.66087630004622,0,1,50,50,63653.91,0.386,81036408.39
"553",553,153,4,-1,1,0,0.512003493425436,0,1,50,50,71048.95,0.3978,100959069.5
"554",554,154,4,-1,1,0,0.484574764291756,0,1,50,50,79271.62,0.4652,125679801.21
"555",555,155,4,-1,1,0,0.596636248473078,0,1,50,50,59602.56,0.3563,71049300.87
"556",556,156,4,-1,1,0,0.578747782879509,0,1,50,50,84949.33,0.4528,144327786.24
"557",557,157,4,-1,1,0,0.501135724387132,0,1,50,50,77364.67,0.44,119705847.43
"558",558,158,4,-1,1,0,0.562542730965652,0,1,50,50,77408.28,0.4752,119840829.36
"559",559,159,4,-1,1,0,0.548726291791536,0,1,50,50,74465.25,0.4441,110901476.15
"560",560,160,4,-1,1,0,0.686676136637106,0,1,50,50,88938.42,0.5361,158200842.99
"561",561,161,4,-1,1,0,0.472734514344484,0,1,50,50,89231.57,0.4998,159245456.34
"562",562,162,4,-1,1,0,0.423013735911809,0,1,50,50,89511.92,0.4653,160247664.03
"563",563,163,4,-1,1,0,0.504271840839647,0,1,50,50,68437.41,0.3725,93673573.61
"564",564,164,4,-1,1,0,0.599628326389939,0,1,50,50,54455.58,0.3596,59308201.24
"565",565,165,4,-1,1,0,0.611075455858372,0,1,50,50,70990.57,0.3975,100793210.49
"566",566,166,4,-1,1,0,0.619022288173437,0,1,50,50,70245.92,0.4078,98689790.67
"567",567,167,4,-1,1,0,0.466775158676319,0,1,50,50,72551.42,0.411,105274183.38
"568",568,168,4,-1,1,0,0.56159078956116,0,1,50,50,77994.06,0.4371,121661470.61
"569",569,169,4,-1,1,0,0.588070261385292,0,1,50,50,71214.25,0.403,101429392.53
"570",570,170,4,-1,1,0,0.432114623021334,0,1,50,50,90362.86,0.5303,163308939.61
"571",571,171,4,-1,1,0,0.642314501991495,0,1,50,50,52861.73,0.3036,55887252.1
"572",572,172,4,-1,1,0,0.56296566859819,0,1,50,50,79774.06,0.4665,127278012.49
"573",573,173,4,-1,1,0,0.649431853415444,0,1,50,50,75346.68,0.4762,113542444.59
"574",574,174,4,-1,1,0,0.660960274632089,0,1,50,50,69545.49,0.4024,96731516.75
